group_size,group_similarity,group_members,avg_similarity
4,random,"[253, 1788, 1177, 10279]",-0.0012406947890818876
4,random,"[2490, 859, 2018, 7543]",-0.0012406947890818791
4,random,"[551, 3231, 11302, 1297]",-0.0016945600012643258
4,random,"[7360, 185, 278, 14631]",-0.0014962467231019955
4,random,"[6777, 2576, 4558, 4633]",-0.0017281474273484734
4,random,"[5597, 6380, 14722, 8954]",-0.0012406947890818809
4,random,"[11341, 4538, 13346, 12354]",-0.0012406947890818826
4,random,"[859, 10036, 100, 4760]",-0.0014893514220996019
4,random,"[6396, 7682, 2707, 10571]",-0.0021662348795651065
4,random,"[5551, 7224, 4231, 11017]",-0.0014975928683823008
4,random,"[4254, 1722, 3144, 10188]",-0.001677743029994241
4,random,"[1854, 11198, 9008, 3147]",-0.001240694789081899
4,random,"[2927, 5848, 9178, 13424]",-0.0012406947890818895
4,random,"[4356, 2306, 1426, 4487]",-0.002011667337265359
4,random,"[6452, 14566, 5172, 4576]",-0.0014974926555456141
4,random,"[9188, 13960, 13421, 7844]",-0.0012406947890818893
4,random,"[13812, 11742, 2127, 2124]",-0.0012406947890819039
4,random,"[9724, 1284, 9681, 1603]",-0.0016944326137087549
4,random,"[6643, 3969, 6014, 9512]",-0.0012406947890818934
4,random,"[9471, 2538, 1732, 1687]",-0.002122128811325519
4,random,"[4272, 3048, 11825, 429]",-0.0017180153963408352
4,random,"[4254, 3497, 6661, 1059]",-0.001732942968025753
4,random,"[192, 5060, 3445, 752]",-0.0019601475050069826
4,random,"[8465, 58, 11344, 11954]",-0.001240694789081882
4,random,"[4626, 10250, 3418, 869]",-0.0016592594270443282
4,random,"[13504, 9629, 6584, 6339]",-0.0012406947890818826
4,random,"[13445, 4970, 4413, 11412]",-0.001992737119064093
4,random,"[9690, 11563, 36, 7319]",-0.0014980022383744524
4,random,"[14582, 2006, 667, 2209]",0.0423523753282662
4,random,"[4811, 834, 1610, 4908]",-0.0020098649664553976
4,random,"[1309, 3671, 964, 6808]",-0.0021068075052129895
4,random,"[9692, 137, 26, 2909]",-0.002300313164288496
4,random,"[6471, 2358, 5797, 4361]",-0.0012406947890818865
4,random,"[1668, 4200, 5025, 1614]",-0.0012406947890818874
4,random,"[4147, 2793, 5824, 10268]",-0.001240694789081885
4,random,"[1589, 1240, 3276, 2267]",-0.0020982672945765615
4,random,"[8881, 3263, 539, 12145]",0.1656327543424292
4,random,"[2735, 7080, 2124, 5743]",-0.0012406947890818854
4,random,"[13536, 5925, 7935, 6777]",-0.0012406947890818978
4,random,"[13966, 5063, 4642, 4450]",-0.0016646842289264978
4,random,"[12545, 13826, 10094, 10775]",-0.0016901506646820018
4,random,"[3688, 810, 1923, 10244]",0.13208898195691843
4,random,"[2389, 1665, 5101, 7726]",-0.0014956037222764744
4,random,"[12146, 3035, 4723, 2987]",-0.0012406947890818865
4,random,"[503, 2560, 11132, 4547]",0.09331033081377536
4,random,"[10975, 2762, 11661, 1538]",-0.001491400332605678
4,random,"[14205, 11706, 4204, 2820]",-0.0014053239067368262
4,random,"[9402, 604, 4137, 7911]",-0.0012406947890818748
4,random,"[6199, 14965, 1154, 2327]",0.1656327543424301
4,random,"[2927, 1153, 11302, 887]",-0.001475661464092391
4,random,"[369, 1404, 6117, 404]",-0.001638634440086225
4,random,"[7163, 7576, 9865, 7196]",-0.0012406947890819034
4,random,"[2509, 3740, 8331, 871]",-0.0012406947890818763
4,random,"[9841, 2943, 8504, 5187]",-0.0013054997954699745
4,random,"[1023, 7524, 6855, 2643]",-0.001240694789081888
4,random,"[12205, 3772, 9753, 782]",-0.0014966368544433565
4,random,"[9816, 14144, 5308, 2019]",-0.001240694789081883
4,random,"[6982, 7155, 5976, 857]",-0.0012406947890818776
4,random,"[11111, 5152, 12215, 2799]",-0.001489351422099626
4,random,"[9692, 2198, 2496, 1003]",-0.001496246723101968
4,random,"[1018, 7522, 9018, 1143]",-0.0016843873555248826
4,random,"[11898, 5969, 4736, 11314]",-0.0017866175779964971
4,random,"[12117, 13896, 12838, 5745]",-0.0012406947890818748
4,random,"[9174, 2661, 4216, 5535]",-0.0012406947890818867
4,random,"[7645, 5716, 6212, 7026]",-0.0014964820574763428
4,random,"[1916, 3556, 4783, 8173]",-0.0017606375265014323
4,random,"[8504, 58, 4673, 1323]",-0.0017658124409546238
4,random,"[13902, 8042, 1356, 6091]",-0.0014756614640923742
4,random,"[684, 276, 10949, 3319]",-0.0017660783264448864
4,random,"[980, 14007, 8957, 12545]",-0.0024484587676907974
4,random,"[478, 14214, 471, 6788]",-0.0014976730963992665
4,random,"[11042, 2313, 12488, 380]",-0.0012406947890818947
4,random,"[3210, 11964, 1484, 13982]",-0.0014981958332917957
4,random,"[1703, 4493, 1236, 7915]",-0.0014869681756285455
4,random,"[1332, 5567, 815, 2536]",-0.0017396658160144353
4,random,"[5448, 7743, 271, 3276]",-0.0017712827012223735
4,random,"[11916, 7939, 8298, 14634]",-0.0012406947890818828
4,random,"[559, 97, 3658, 23]",-0.0016888848350177788
4,random,"[4203, 99, 5925, 346]",-0.0014956037222764653
4,random,"[9728, 3385, 13110, 5917]",-0.001240694789081881
4,random,"[18, 3589, 13960, 5138]",-0.0012406947890818793
4,random,"[8282, 10449, 5838, 7797]",-0.0012406947890818878
4,random,"[617, 13311, 1799, 8830]",-0.0012406947890818791
4,random,"[4554, 1687, 14584, 14304]",-0.0012406947890818778
4,random,"[2911, 10623, 3066, 6545]",-0.0016637965314986536
4,random,"[743, 13102, 9008, 1553]",-0.0017873318961873135
4,random,"[1666, 14746, 7319, 14155]",-0.001240694789081883
4,random,"[8526, 1227, 2878, 2358]",-0.0019992556980283935
4,random,"[11649, 834, 1767, 10289]",-0.0016941207176566194
4,random,"[8107, 9363, 12836, 9430]",-0.0014962467231019738
4,random,"[11927, 5702, 1365, 6828]",-0.001694560001264339
4,random,"[2600, 4631, 10406, 13690]",-0.001496246723101968
4,random,"[11132, 7828, 103, 9517]",-0.0012406947890819045
4,random,"[10002, 10391, 2993, 10419]",-0.001675809891073639
4,random,"[99, 415, 2450, 5497]",-0.002014859603774537
4,random,"[260, 7141, 1114, 2927]",-0.001240694789081883
4,random,"[688, 1365, 2867, 4205]",-0.0020019545250267983
4,random,"[7816, 4985, 4232, 128]",-0.0012406947890818807
4,random,"[1856, 4764, 6471, 14172]",-0.00168734155220056
4,random,"[789, 7294, 8473, 10206]",-0.0012406947890818804
4,random,"[11704, 6111, 12495, 776]",-0.0016956462291110403
4,random,"[6557, 58, 4432, 50]",-0.0012406947890818872
4,random,"[3901, 12437, 8436, 8273]",-0.0014978368579184871
4,random,"[9646, 3397, 3005, 9008]",-0.0012406947890818843
4,random,"[1426, 2617, 2865, 504]",-0.0017771606446770358
4,random,"[3012, 2088, 10470, 2873]",-0.0014352695888794587
4,random,"[7810, 1205, 8040, 1484]",-0.002084080557828777
4,random,"[4008, 10272, 11052, 7134]",-0.0012406947890818874
4,random,"[2065, 11266, 2067, 40]",-0.001240694789081891
4,random,"[518, 4713, 9652, 10896]",-0.0020038582449335026
4,random,"[8675, 2909, 13130, 1542]",-0.0027325297598246954
4,random,"[9000, 9724, 9238, 9310]",0.16538204879890797
4,random,"[3077, 3065, 13476, 1013]",-0.0017913257247963467
4,random,"[4881, 9746, 1535, 2656]",-0.0014969794886914086
4,random,"[4464, 435, 7559, 4267]",-0.0017377551277280943
4,random,"[4425, 11463, 5082, 276]",-0.0014893514220996275
4,random,"[11831, 1145, 4826, 4669]",-0.0016955726509467898
4,random,"[792, 12035, 5454, 9174]",-0.0012406947890818813
4,random,"[11437, 2048, 7978, 4043]",-0.0012406947890818785
4,random,"[6431, 4477, 8582, 6293]",-0.0012406947890818822
4,random,"[11793, 255, 3619, 1284]",-0.0014893514220996101
4,random,"[4277, 2527, 4142, 10086]",-0.0014862226902073652
4,random,"[7496, 7840, 1004, 11096]",-0.0017883749592061818
4,random,"[10870, 14290, 9409, 12975]",-0.0012406947890818898
4,random,"[4504, 752, 8387, 9871]",-0.0014530441124416139
4,random,"[9604, 4282, 2812, 4872]",-0.00124069478908189
4,random,"[7796, 9729, 479, 3037]",-0.0012406947890818776
4,random,"[5745, 9588, 3006, 6916]",-0.0012406947890818926
4,random,"[1195, 11904, 1837, 2229]",-0.0012406947890818809
4,random,"[1663, 7310, 1198, 2671]",-0.0018607952054599157
4,random,"[11192, 8331, 2006, 11413]",0.07146177018740303
4,random,"[3017, 11791, 8470, 478]",-0.0016898230597768302
4,random,"[1265, 13046, 3737, 2648]",-0.002357909248932748
4,random,"[9254, 1184, 3758, 6120]",-0.0018570327591591388
4,random,"[9471, 2288, 12612, 11340]",-0.0014976730963992583
4,random,"[4487, 4186, 11042, 9030]",-0.001240694789081898
4,random,"[5073, 3744, 6858, 636]",-0.0014956037222764687
4,random,"[10371, 2451, 9057, 3630]",-0.0012406947890818774
4,random,"[8014, 11481, 9044, 6777]",-0.0020031463996955604
4,random,"[11259, 1666, 1870, 2134]",-0.001240694789081892
4,random,"[8420, 646, 4200, 935]",-0.0014671909825514507
4,random,"[12507, 135, 2868, 14304]",-0.0014975928683822895
4,random,"[10924, 10751, 4109, 11450]",-0.001240694789081875
4,random,"[2792, 12427, 13841, 13268]",-0.0014893514220996244
4,random,"[11645, 5474, 11223, 2687]",-0.002109683943555101
4,random,"[2096, 11, 11350, 1268]",-0.00169412071765663
4,random,"[14155, 4562, 9845, 7555]",-0.0017776959310062694
4,random,"[1414, 50, 4903, 7221]",-0.0012406947890819004
4,random,"[12437, 5835, 2073, 8599]",-0.0017886986594888232
4,random,"[5981, 4504, 2096, 463]",-0.0016941207176566434
4,random,"[633, 13494, 9200, 2057]",-0.0012406947890818778
4,random,"[6185, 6349, 13541, 1074]",-0.0021720613150770104
4,random,"[7080, 9141, 3619, 9808]",-0.001240694789081886
4,random,"[236, 6621, 9154, 40]",-0.0014901263862305144
4,random,"[101, 13504, 3525, 5152]",-0.0012406947890818778
4,random,"[13119, 997, 11136, 2062]",-0.001240694789081897
4,random,"[6557, 8765, 10289, 169]",-0.0012406947890818856
4,random,"[1551, 7493, 7944, 3496]",-0.0012406947890818882
4,random,"[6575, 8952, 7415, 10811]",-0.001486222690207364
4,random,"[6185, 7942, 5201, 2799]",-0.0014893514220996199
4,random,"[2062, 7159, 13008, 1052]",-0.0014719232489795644
4,random,"[11094, 5260, 10371, 3942]",-0.0012406947890818774
4,random,"[13841, 1949, 3619, 255]",-0.001489351422099619
4,random,"[4339, 8181, 13184, 11161]",-0.001240694789081891
4,random,"[3719, 4318, 10718, 10899]",-0.0014756614640923787
4,random,"[3290, 1396, 11489, 823]",-0.0014962467231019727
4,random,"[8526, 1791, 9604, 7705]",-0.0012406947890818878
4,random,"[6070, 10751, 922, 2408]",-0.0012406947890818863
4,random,"[8515, 7193, 9402, 9274]",-0.001240694789081884
4,random,"[10078, 3934, 850, 4379]",-0.0012406947890818928
4,random,"[6123, 12691, 7915, 12564]",0.13387360672844556
4,random,"[4305, 12842, 2133, 14915]",-0.0012406947890818865
4,random,"[5787, 7553, 783, 4130]",-0.0012406947890818852
4,random,"[12058, 5338, 3849, 7558]",-0.0012406947890818908
4,random,"[3397, 7467, 9373, 2301]",-0.0012406947890818841
4,random,"[2433, 278, 1518, 1103]",-0.0012406947890818852
4,random,"[979, 9459, 7175, 14194]",-0.001240694789081871
4,random,"[2542, 6584, 3381, 10565]",-0.0014966772406632314
4,random,"[9977, 9459, 4713, 14822]",-0.0016945600012643277
4,random,"[8306, 228, 5446, 133]",-0.0017774593825142222
4,random,"[4280, 12917, 4873, 6496]",-0.0012406947890818893
4,random,"[2958, 14190, 104, 752]",-0.0017377551277281038
4,random,"[4764, 8825, 11497, 12836]",0.10649460361496325
4,random,"[12186, 1328, 10634, 4883]",-0.001646099200541873
4,random,"[5141, 9525, 10078, 2898]",-0.0014917587174441097
4,random,"[14584, 11325, 6048, 11086]",-0.001240694789081886
4,random,"[4229, 1030, 7354, 3333]",-0.0016843873555248748
4,random,"[1905, 763, 1502, 11549]",-0.001980228923846769
4,random,"[6486, 3849, 10869, 32]",-0.0017377551277280902
4,random,"[1471, 6380, 12959, 7294]",-0.0012406947890818874
4,random,"[10668, 14164, 4245, 8142]",-0.0012406947890818744
4,random,"[1075, 7828, 2031, 5051]",-0.00169412071765661
4,random,"[2945, 934, 6957, 4400]",-0.0018580199103682318
4,random,"[12245, 6588, 5198, 4146]",-0.0016855178546632855
4,random,"[12115, 564, 1598, 2009]",-0.002115041857100886
4,random,"[9563, 4210, 170, 14536]",-0.0020006087293142918
4,random,"[9399, 5454, 6668, 10896]",-0.001240694789081892
4,random,"[2496, 6494, 1182, 630]",-0.0012406947890818874
4,random,"[7797, 7308, 6114, 6213]",-0.0012406947890818971
4,random,"[5525, 7227, 6160, 1368]",-0.001240694789081889
4,random,"[10895, 9642, 8008, 6966]",-0.0014962467231019814
4,random,"[6884, 1826, 978, 9680]",-0.0014962467231019727
4,random,"[11954, 11787, 4260, 9642]",-0.0014914003326056827
4,random,"[317, 11605, 10188, 1867]",-0.0018297903607421295
4,random,"[10811, 945, 1388, 12468]",-0.0012406947890818826
4,random,"[4723, 554, 11042, 4941]",-0.0012406947890818833
4,random,"[1243, 14435, 11538, 7135]",0.16563275434243174
4,random,"[6980, 6216, 12506, 9157]",-0.0012406947890818952
4,random,"[7634, 5252, 4858, 8705]",-0.0014956037222764835
4,random,"[7493, 238, 4183, 715]",-0.0017689460017179792
4,random,"[11831, 8246, 81, 12354]",-0.0012406947890818874
4,random,"[2966, 11506, 3059, 1182]",-0.0012406947890818904
4,random,"[6282, 4064, 4547, 628]",-0.0012406947890818887
