"group_members","recommendations"
"[1422, 1005, 6291, 3798]","[822, 204583, 3076, 70323, 230802, 163412, 173346, 36218, 478, 126163]"
"[2285, 3914, 1040, 3461]","[822, 3076, 2651, 148228, 120677, 173346, 163412, 230802, 54043, 108687]"
"[3848, 68, 7992, 460]","[822, 36218, 31260, 3076, 70323, 204583, 30549, 244992, 126163, 68448]"
"[3060, 4155, 4555, 5170]","[822, 3076, 2651, 36218, 478, 129622, 173346, 148228, 9220, 54043]"
"[5170, 4414, 4663, 3234]","[822, 2651, 3076, 66589, 13, 120677, 108687, 5404, 24181, 503]"
"[4258, 3548, 1904, 7248]","[3076, 120677, 108687, 2651, 822, 13, 143884, 144733, 169786, 148228]"
"[1040, 7856, 4674, 2930]","[36218, 147020, 3076, 70323, 68448, 148228, 173346, 822, 478, 120677]"
"[4537, 555, 5351, 715]","[822, 230802, 126163, 148228, 3076, 173346, 36218, 204583, 70323, 163412]"
"[7104, 5139, 6411, 4367]","[120677, 3076, 169786, 220308, 108687, 199792, 285774, 31260, 176734, 77423]"
"[1288, 6183, 6527, 2408]","[70323, 10547, 205059, 169786, 3076, 156129, 120677, 15987, 36218, 93260]"
"[2140, 5518, 6763, 6649]","[36218, 68448, 147020, 40834, 50381, 129622, 70323, 463, 1927, 30549]"
"[6661, 2, 1553, 7873]","[36218, 822, 70323, 169786, 3076, 120677, 126163, 31260, 156129, 244992]"
"[715, 4064, 3981, 4832]","[822, 3076, 2651, 120677, 148228, 108687, 36218, 13, 31260, 173346]"
"[7856, 4367, 3138, 2477]","[822, 3076, 36218, 68448, 50381, 120677, 432, 478, 129622, 28143]"
"[1512, 1771, 6445, 3095]","[77423, 285774, 169786, 120677, 205059, 129437, 220308, 269385, 3076, 205637]"
"[3237, 3471, 3114, 483]","[822, 3076, 36218, 70323, 148228, 173346, 143884, 120677, 68448, 163412]"
"[2943, 4155, 232, 6442]","[822, 36218, 3076, 68448, 148228, 173346, 478, 54043, 31260, 147020]"
"[723, 1673, 5571, 3426]","[178900, 822, 70323, 230802, 36218, 173346, 204583, 148228, 478, 39856]"
"[6580, 7780, 788, 951]","[70323, 822, 36218, 3076, 173346, 178900, 148228, 126163, 143884, 163412]"
"[4756, 5397, 6028, 3109]","[822, 2651, 3076, 230802, 126163, 163412, 148228, 173346, 120677, 35677]"
"[3818, 1567, 3250, 5762]","[36218, 3076, 70323, 148228, 169786, 120677, 173346, 822, 478, 178900]"
"[7800, 6842, 1994, 2591]","[822, 36218, 70323, 3076, 478, 129622, 173346, 163412, 230802, 39856]"
"[1326, 7502, 1005, 1344]","[3076, 120677, 822, 2651, 148228, 108687, 173346, 144733, 163412, 9217]"
"[3593, 788, 5210, 1881]","[822, 2651, 3076, 230802, 163412, 148228, 173346, 126163, 478, 120677]"
"[6291, 4773, 6386, 5111]","[3076, 171, 148228, 173346, 478, 108687, 143884, 320, 120677, 230802]"
"[658, 6725, 3234, 3153]","[822, 3076, 2651, 120677, 163412, 108687, 143884, 148228, 173346, 478]"
"[6842, 2257, 6625, 1281]","[822, 3076, 2651, 120677, 31260, 108687, 40692, 35677, 13, 169786]"
"[5951, 1989, 6221, 1097]","[822, 36218, 3076, 148228, 120677, 126163, 31260, 173346, 169786, 68448]"
"[1553, 1156, 5455, 6386]","[3076, 36218, 70323, 822, 129622, 478, 178900, 120677, 156129, 173346]"
"[5139, 6988, 3060, 999]","[822, 36218, 3076, 68448, 120677, 31260, 2651, 28143, 40834, 147020]"
"[6483, 5219, 5785, 384]","[822, 36218, 3076, 169786, 120677, 31260, 70323, 68448, 126163, 148228]"
"[6442, 7856, 5996, 7547]","[822, 3076, 2651, 120677, 36218, 31260, 68448, 28143, 108687, 13]"
"[3100, 1553, 409, 6669]","[822, 3076, 36218, 120677, 31260, 169786, 70323, 2651, 126163, 40692]"
"[1219, 1881, 4756, 644]","[822, 3076, 2651, 126163, 230802, 148228, 163412, 173346, 120677, 34635]"
"[6124, 6929, 5844, 5163]","[822, 2651, 3076, 172, 478, 129622, 432, 143884, 2453, 108687]"
"[2408, 5163, 6345, 3231]","[3076, 822, 120677, 169786, 31260, 36218, 108687, 2651, 143884, 220308]"
"[5007, 7083, 7414, 971]","[822, 3076, 2651, 120677, 31260, 108687, 13, 35677, 169786, 18602]"
"[2634, 3135, 3818, 1465]","[70323, 36218, 156129, 169786, 10547, 205059, 178900, 285774, 146508, 3076]"
"[975, 2619, 6929, 3234]","[36218, 3076, 10547, 822, 93260, 169786, 120677, 205059, 70323, 15987]"
"[1923, 3675, 3914, 4021]","[822, 3076, 120677, 36218, 169786, 31260, 2651, 126163, 108687, 35677]"
"[1164, 1344, 1535, 2443]","[3076, 120677, 169786, 36218, 199792, 70323, 108687, 220308, 285774, 31260]"
"[4970, 1040, 3338, 3034]","[178900, 70323, 3076, 148228, 173346, 156129, 478, 225694, 36218, 120677]"
"[7858, 7891, 3240, 6669]","[36218, 70323, 147020, 129622, 68448, 822, 178900, 478, 173346, 40834]"
"[4825, 2111, 6830, 1989]","[822, 3076, 120677, 36218, 169786, 70323, 173346, 148228, 126163, 31260]"
"[4155, 4761, 2368, 1164]","[36218, 822, 3076, 148228, 70323, 68448, 173346, 147020, 478, 120677]"
"[118, 3605, 5932, 5219]","[120677, 3076, 169786, 822, 220308, 31260, 108687, 36218, 199792, 2651]"
"[2156, 1219, 1224, 2410]","[822, 3076, 36218, 2651, 120677, 148228, 31260, 68448, 173346, 163412]"
"[3135, 2410, 3919, 807]","[36218, 822, 129622, 178900, 70323, 478, 3076, 230802, 39856, 173346]"
"[5351, 3312, 975, 846]","[822, 36218, 3076, 70323, 173346, 68448, 148228, 163412, 230802, 204583]"
"[6167, 67, 2443, 4756]","[822, 70323, 244992, 178900, 3076, 126163, 254640, 173346, 163412, 230802]"
"[2943, 5965, 723, 5518]","[822, 36218, 148228, 230802, 68448, 3076, 173346, 54043, 478, 14996]"
"[685, 6445, 3357, 2465]","[169786, 120677, 3076, 36218, 205059, 285774, 77423, 70323, 199792, 822]"
"[1261, 6845, 1028, 3109]","[822, 230802, 204583, 148228, 173346, 163412, 2651, 3076, 126163, 34635]"
"[890, 1097, 1164, 3818]","[36218, 822, 3076, 68448, 70323, 148228, 147020, 478, 30549, 31260]"
"[213, 7873, 1005, 4064]","[36218, 70323, 822, 244992, 3076, 178900, 169786, 254640, 173346, 156129]"
"[6649, 5819, 7856, 314]","[36218, 70323, 147020, 3076, 40834, 68448, 120677, 129622, 169786, 31260]"
"[3756, 888, 6849, 7279]","[822, 230802, 173346, 148228, 3076, 70323, 478, 36218, 178900, 163412]"
"[6411, 2718, 5163, 6194]","[822, 3076, 2651, 120677, 108687, 35677, 31260, 144733, 126163, 163412]"
"[2354, 2023, 3206, 5397]","[3076, 36218, 120677, 822, 169786, 108687, 31260, 70323, 68448, 13]"
"[6763, 4035, 6829, 4025]","[3076, 36218, 120677, 169786, 822, 108687, 70323, 31260, 68448, 93260]"
"[1005, 4359, 3501, 4889]","[822, 36218, 3076, 173346, 148228, 70323, 31260, 126163, 68448, 163412]"
"[5397, 2950, 3623, 4257]","[822, 3076, 36218, 148228, 2651, 120677, 173346, 68448, 31260, 163412]"
"[6649, 2436, 1156, 68]","[70323, 178900, 129622, 36218, 156129, 39856, 225694, 478, 188834, 92828]"
"[1164, 409, 6718, 6384]","[822, 3076, 36218, 2651, 478, 148228, 54043, 120677, 110327, 68448]"
"[7050, 2443, 3548, 5210]","[822, 2651, 3076, 230802, 163412, 148228, 173346, 478, 143884, 126163]"
"[2015, 3117, 6291, 5415]","[822, 36218, 70323, 3076, 120677, 31260, 169786, 68448, 147020, 173346]"
"[1465, 5932, 6028, 1512]","[36218, 169786, 70323, 285774, 205059, 77423, 156129, 10547, 146508, 15987]"
"[2231, 3605, 2634, 6829]","[3076, 120677, 108687, 2651, 169786, 13, 822, 143884, 220308, 36218]"
"[4555, 7689, 1317, 5224]","[822, 3076, 36218, 120677, 2651, 169786, 126163, 31260, 148228, 110327]"
"[5819, 4376, 68, 5745]","[70323, 36218, 244992, 254640, 204583, 147020, 178900, 822, 141572, 2511]"
"[6661, 4773, 62, 3231]","[36218, 3076, 822, 148228, 120677, 169786, 173346, 68448, 70323, 110327]"
"[437, 2023, 7881, 5044]","[36218, 822, 68448, 3076, 40834, 147020, 432, 70323, 478, 129622]"
"[4258, 460, 7014, 2414]","[822, 3076, 36218, 169786, 31260, 120677, 126163, 35677, 70323, 102794]"
"[1735, 3981, 6536, 2864]","[822, 3076, 120677, 2651, 13, 36218, 108687, 31260, 40692, 169786]"
"[4413, 6763, 500, 788]","[822, 36218, 3076, 70323, 478, 120677, 148228, 173346, 129622, 169786]"
"[7721, 2864, 2341, 7502]","[822, 36218, 3076, 2651, 68448, 148228, 478, 173346, 31260, 120677]"
"[3231, 7469, 5791, 1219]","[822, 3076, 2651, 36218, 120677, 31260, 148228, 68448, 173346, 108687]"
"[1512, 7150, 6669, 6941]","[169786, 205059, 285774, 77423, 120677, 10547, 70323, 146508, 15987, 205637]"
"[1164, 4584, 3357, 3138]","[822, 36218, 3076, 120677, 169786, 31260, 68448, 30549, 199792, 285774]"
"[1288, 7050, 1018, 4773]","[822, 3076, 36218, 120677, 169786, 148228, 31260, 2651, 108687, 173346]"
"[3136, 5782, 5397, 2368]","[822, 3076, 148228, 36218, 120677, 173346, 2651, 163412, 126163, 31260]"
"[6851, 4650, 6930, 1164]","[822, 3076, 36218, 148228, 173346, 2651, 126163, 34635, 120677, 230802]"
"[7014, 6167, 7327, 1336]","[822, 36218, 3076, 126163, 70323, 169786, 120677, 31260, 148228, 173346]"
"[7327, 6779, 7145, 4256]","[822, 3076, 36218, 148228, 478, 173346, 120677, 68448, 70323, 2651]"
"[2077, 2195, 5745, 658]","[822, 230802, 36218, 3076, 148228, 478, 54043, 173346, 14996, 2651]"
"[1465, 2901, 2303, 614]","[205059, 285774, 77423, 169786, 146508, 15987, 10547, 205637, 269385, 146021]"
"[3548, 7014, 2477, 7050]","[822, 3076, 2651, 126163, 120677, 148228, 36218, 31260, 34635, 110327]"
"[1156, 4293, 7780, 3016]","[3076, 120677, 169786, 822, 156129, 36218, 70323, 126163, 2651, 108687]"
"[2257, 3598, 1512, 5996]","[3076, 70323, 36218, 120677, 822, 169786, 156129, 478, 9220, 129622]"
"[3250, 4996, 6860, 2102]","[822, 3076, 36218, 120677, 148228, 2651, 31260, 108687, 169786, 13]"
"[750, 4677, 2593, 3600]","[822, 2651, 3076, 230802, 163412, 148228, 31260, 54043, 176494, 120677]"
"[4413, 5347, 6889, 7940]","[822, 230802, 2651, 3076, 148228, 163412, 173346, 478, 54043, 14996]"
"[6929, 3117, 4650, 409]","[822, 36218, 3076, 68448, 478, 129622, 432, 50381, 9220, 40834]"
"[5109, 4021, 5163, 7083]","[822, 36218, 3076, 70323, 169786, 120677, 126163, 31260, 35677, 156129]"
"[3600, 2864, 1659, 723]","[822, 3076, 2651, 148228, 120677, 36218, 173346, 230802, 54043, 110327]"
"[3206, 3083, 5201, 7394]","[36218, 3076, 822, 478, 70323, 110327, 148228, 68448, 120677, 9220]"
"[3016, 6124, 4526, 4064]","[178900, 822, 3076, 225694, 39856, 478, 70323, 173346, 230802, 148228]"
"[5043, 1005, 7050, 384]","[3076, 120677, 169786, 822, 108687, 220308, 36218, 31260, 70323, 35677]"
"[1904, 3240, 2989, 5904]","[230802, 822, 148228, 173346, 3076, 70323, 478, 54043, 163412, 39856]"
"[4376, 6941, 7195, 4287]","[70323, 822, 169786, 36218, 244992, 3076, 146508, 120677, 254640, 126163]"
"[1512, 6623, 552, 1904]","[822, 36218, 3076, 70323, 148228, 173346, 478, 68448, 120677, 126163]"
"[5791, 7166, 1602, 5819]","[36218, 822, 70323, 147020, 68448, 40834, 129622, 3076, 478, 31260]"
"[6718, 1156, 6442, 3299]","[3076, 129622, 478, 822, 39856, 148228, 36218, 230802, 50, 2651]"
"[7547, 6384, 4650, 5044]","[822, 3076, 2651, 120677, 36218, 31260, 108687, 148228, 173346, 163412]"
"[2443, 4273, 7248, 658]","[3076, 120677, 169786, 171, 108687, 156129, 220308, 311193, 2083, 70323]"
"[1298, 3548, 7145, 1855]","[822, 3076, 2651, 148228, 230802, 54043, 173346, 163412, 36218, 478]"
"[4074, 4773, 4756, 1040]","[2651, 163412, 173346, 3076, 204583, 143884, 148228, 822, 144733, 230802]"
"[7892, 6860, 3848, 5455]","[822, 3076, 230802, 148228, 2651, 54043, 173346, 36218, 14996, 478]"
"[6159, 6842, 2408, 7279]","[3076, 70323, 143884, 171, 320, 62871, 120677, 108687, 822, 173346]"
"[2465, 6861, 4910, 7816]","[3076, 120677, 169786, 36218, 822, 108687, 10547, 93260, 70323, 205059]"
"[3616, 7780, 7150, 6154]","[36218, 822, 169786, 3076, 120677, 31260, 126163, 148228, 199792, 70323]"
"[7919, 4872, 7414, 1538]","[822, 2651, 230802, 3076, 163412, 84876, 176494, 148228, 173346, 204583]"
"[4413, 7576, 5170, 6829]","[822, 3076, 120677, 36218, 70323, 2651, 478, 169786, 126163, 110327]"
"[3644, 3117, 1565, 5809]","[129622, 36218, 178900, 478, 70323, 3076, 156129, 39856, 9220, 148228]"
"[6718, 6623, 6612, 7145]","[822, 3076, 36218, 148228, 126163, 110327, 34635, 2651, 120677, 478]"
"[1020, 1264, 3231, 6614]","[822, 36218, 3076, 68448, 478, 2651, 120677, 129622, 148228, 173346]"
"[4576, 2854, 3117, 688]","[36218, 822, 68448, 3076, 129622, 478, 147020, 148228, 40834, 70323]"
"[3395, 7272, 1855, 7394]","[822, 2651, 3076, 36218, 31260, 148228, 478, 163412, 54043, 230802]"
"[5903, 290, 6821, 2354]","[3076, 120677, 108687, 143884, 36218, 169786, 173346, 148228, 2651, 70323]"
"[3331, 3138, 1264, 614]","[822, 3076, 31594, 2651, 120677, 28143, 31260, 108687, 432, 28720]"
"[7560, 6126, 4580, 112]","[822, 36218, 70323, 3076, 31260, 169786, 120677, 126163, 163412, 173346]"
"[6830, 3135, 3928, 2465]","[822, 36218, 3076, 31260, 2651, 120677, 68448, 70323, 40834, 163412]"
"[3623, 846, 2950, 614]","[822, 36218, 3076, 70323, 120677, 148228, 68448, 173346, 31260, 478]"
"[1538, 6829, 3100, 5316]","[822, 2651, 3076, 172, 120677, 478, 163412, 108687, 31260, 432]"
"[1040, 6649, 644, 3100]","[822, 3076, 36218, 2651, 478, 148228, 68448, 54043, 173346, 129622]"
"[3136, 3600, 5351, 3418]","[822, 3076, 36218, 173346, 70323, 148228, 230802, 163412, 478, 2651]"
"[2989, 6860, 1855, 1484]","[36218, 822, 3076, 478, 129622, 148228, 70323, 39856, 173346, 68448]"
"[1298, 3423, 7150, 6861]","[36218, 70323, 3076, 178900, 156129, 169786, 148228, 173346, 129622, 62871]"
"[3677, 5730, 7145, 6612]","[822, 3076, 36218, 230802, 148228, 2651, 126163, 54043, 31260, 173346]"
"[5603, 3136, 5169, 999]","[822, 3076, 2651, 31260, 36218, 126163, 204583, 148228, 173346, 163412]"
"[2140, 6377, 2157, 6154]","[36218, 822, 3076, 31260, 68448, 147020, 120677, 169786, 148228, 126163]"
"[6345, 1565, 4020, 3083]","[3076, 822, 36218, 120677, 148228, 169786, 173346, 110327, 108687, 126163]"
"[715, 6547, 6940, 2634]","[3076, 822, 230802, 173346, 70323, 163412, 148228, 36218, 478, 204583]"
"[5791, 7248, 2156, 6028]","[822, 3076, 2651, 120677, 148228, 163412, 173346, 108687, 143884, 230802]"
"[4677, 4413, 4576, 5932]","[822, 36218, 3076, 126163, 148228, 70323, 478, 173346, 110327, 31260]"
"[62, 6889, 4287, 6194]","[169786, 120677, 822, 3076, 31260, 285774, 205059, 220308, 36218, 35677]"
"[1651, 5169, 6580, 1298]","[822, 36218, 148228, 3076, 173346, 204583, 31260, 126163, 68448, 230802]"
"[2285, 1281, 6028, 3981]","[822, 2651, 3076, 230802, 163412, 148228, 126163, 120677, 31260, 54043]"
"[4025, 1219, 888, 3598]","[120677, 3076, 169786, 220308, 93260, 205059, 822, 31260, 36218, 176734]"
"[6860, 3345, 4020, 1279]","[36218, 822, 3076, 68448, 120677, 432, 28143, 11, 478, 148228]"
"[2950, 4526, 118, 4663]","[3076, 822, 2651, 120677, 148228, 108687, 173346, 478, 163412, 230802]"
"[2864, 1855, 2335, 3060]","[3076, 120677, 36218, 822, 108687, 2651, 68448, 169786, 28143, 31260]"
"[5139, 4940, 6978, 1018]","[822, 36218, 3076, 2651, 478, 148228, 68448, 54043, 173346, 129622]"
"[692, 7919, 3117, 460]","[822, 3076, 2651, 31260, 120677, 163412, 35677, 126163, 102794, 173346]"
"[4273, 7547, 111, 4954]","[3076, 822, 120677, 169786, 2651, 31260, 108687, 220308, 35677, 144733]"
"[4970, 6830, 1904, 7940]","[822, 3076, 36218, 120677, 478, 2651, 70323, 129622, 108687, 9220]"
"[3443, 2111, 4784, 971]","[822, 36218, 3076, 120677, 31260, 169786, 2651, 68448, 35677, 108687]"
"[5455, 7891, 3818, 5415]","[36218, 70323, 169786, 3076, 147020, 146508, 285774, 205059, 120677, 822]"
"[3675, 3418, 4020, 1923]","[822, 36218, 3076, 68448, 70323, 31260, 173346, 478, 120677, 148228]"
"[1870, 1020, 4954, 3136]","[822, 3076, 120677, 36218, 169786, 31260, 148228, 70323, 126163, 173346]"
"[6763, 3095, 7631, 4367]","[3076, 120677, 169786, 108687, 220308, 171, 311193, 143884, 13, 285774]"
"[1816, 7881, 4293, 2285]","[822, 3076, 2651, 120677, 36218, 108687, 31260, 143884, 478, 163412]"
"[5571, 1344, 7172, 698]","[169786, 120677, 3076, 220308, 285774, 77423, 205059, 199792, 129437, 144733]"
"[496, 975, 2591, 4674]","[36218, 285774, 205059, 15987, 77423, 1927, 146508, 30549, 205637, 147020]"
"[2140, 122, 4872, 7689]","[36218, 822, 3076, 148228, 68448, 173346, 147020, 31260, 126163, 70323]"
"[3135, 7502, 5518, 7414]","[822, 36218, 3076, 31260, 68448, 163412, 120677, 173346, 148228, 204583]"
"[1005, 5382, 3117, 2015]","[36218, 129622, 70323, 178900, 478, 147020, 50381, 39856, 9220, 68448]"
"[6974, 4576, 68, 6661]","[36218, 169786, 3076, 120677, 199792, 70323, 148228, 285774, 126163, 77423]"
"[5455, 698, 67, 692]","[822, 36218, 70323, 3076, 169786, 120677, 31260, 156129, 10547, 129622]"
"[5224, 6829, 6221, 4555]","[822, 3076, 2651, 120677, 31260, 36218, 40692, 108687, 13, 110327]"
"[5965, 6194, 5035, 3501]","[822, 3076, 36218, 120677, 31260, 169786, 108687, 40692, 2651, 68448]"
"[3034, 2913, 2465, 1735]","[3076, 822, 173346, 70323, 148228, 2651, 143884, 478, 163412, 120677]"
"[2408, 7444, 7272, 4293]","[120677, 3076, 822, 31260, 169786, 220308, 126042, 2651, 199792, 108687]"
"[4658, 409, 1317, 975]","[822, 3076, 2651, 36218, 478, 148228, 173346, 163412, 54043, 129622]"
"[2057, 1308, 1567, 846]","[822, 3076, 230802, 148228, 173346, 36218, 478, 129622, 39856, 54043]"
"[112, 715, 2231, 3153]","[822, 2651, 204583, 3076, 163412, 31260, 173346, 126163, 148228, 120677]"
"[1565, 6943, 6779, 286]","[822, 2651, 3076, 230802, 148228, 173346, 478, 54043, 163412, 126163]"
"[7856, 1422, 316, 6612]","[822, 36218, 204583, 40834, 68448, 230802, 129622, 147020, 478, 70323]"
"[409, 5151, 6536, 4825]","[822, 36218, 3076, 148228, 68448, 2651, 31260, 173346, 54043, 120677]"
"[7940, 3338, 112, 698]","[178900, 70323, 36218, 129622, 225694, 478, 244992, 230802, 39856, 173346]"
"[112, 483, 4761, 3312]","[822, 204583, 230802, 163412, 36218, 3076, 2651, 31260, 173346, 70323]"
"[2897, 4954, 6614, 644]","[822, 36218, 3076, 68448, 2651, 31260, 40834, 432, 478, 120677]"
"[6845, 5219, 4996, 5844]","[822, 3076, 2651, 120677, 31260, 108687, 169786, 40692, 13, 36218]"
"[1326, 688, 1923, 6978]","[822, 2651, 3076, 148228, 163412, 230802, 173346, 54043, 172, 120677]"
"[4658, 6124, 723, 1606]","[2651, 3076, 822, 172, 478, 50, 148228, 54043, 432, 163412]"
"[1947, 7689, 3312, 5965]","[822, 36218, 3076, 2651, 230802, 478, 148228, 173346, 163412, 70323]"
"[6183, 3016, 1018, 1422]","[822, 230802, 204583, 36218, 3076, 163412, 148228, 173346, 126163, 2651]"
"[4537, 1855, 5518, 7808]","[36218, 822, 68448, 70323, 478, 3076, 129622, 147020, 148228, 173346]"
"[7992, 6154, 5897, 5163]","[36218, 822, 3076, 70323, 478, 129622, 148228, 68448, 110327, 147020]"
"[2341, 4287, 68, 7083]","[822, 70323, 36218, 3076, 169786, 178900, 244992, 31260, 156129, 478]"
"[7631, 2023, 6943, 4954]","[3076, 120677, 70323, 822, 36218, 108687, 169786, 478, 143884, 2651]"
"[5139, 3114, 4414, 3109]","[3076, 822, 2651, 120677, 108687, 13, 40692, 148228, 110327, 31260]"
"[3095, 3644, 1855, 3117]","[3076, 129622, 478, 9220, 36218, 11, 2223, 50381, 120677, 50]"
"[3231, 5730, 5219, 1574]","[822, 36218, 3076, 478, 129622, 68448, 54043, 230802, 2651, 148228]"
"[6974, 3060, 6860, 6669]","[3076, 36218, 120677, 169786, 70323, 148228, 108687, 220308, 173346, 110327]"
"[5210, 3675, 6398, 6345]","[822, 3076, 2651, 148228, 120677, 126163, 173346, 163412, 31260, 34635]"
"[5730, 3461, 1308, 7272]","[822, 36218, 230802, 148228, 3076, 173346, 54043, 2651, 204583, 68448]"
"[4784, 4667, 3798, 4889]","[120677, 3076, 169786, 220308, 199792, 822, 144733, 35677, 311464, 108687]"
"[2157, 6929, 1881, 4889]","[822, 3076, 36218, 68448, 478, 70323, 173346, 148228, 31260, 2651]"
"[1396, 6845, 7947, 3378]","[36218, 822, 70323, 68448, 147020, 3076, 148228, 30549, 173346, 31260]"
"[890, 7992, 1484, 6845]","[36218, 822, 3076, 169786, 68448, 70323, 120677, 31260, 147020, 148228]"
"[314, 5571, 2522, 7873]","[822, 70323, 3076, 169786, 120677, 36218, 244992, 31260, 126163, 156129]"
"[1028, 7940, 3981, 6649]","[822, 230802, 3076, 2651, 478, 54043, 173346, 148228, 163412, 129622]"
"[118, 7223, 6903, 2477]","[3076, 120677, 108687, 169786, 144733, 2651, 220308, 148228, 13, 199792]"
"[5518, 1947, 2854, 5347]","[230802, 172, 50, 2453, 822, 129622, 91514, 478, 54043, 63268]"
"[7502, 6940, 7780, 614]","[822, 3076, 120677, 2651, 163412, 169786, 173346, 148228, 108687, 36218]"
"[5951, 1368, 3423, 7146]","[36218, 822, 230802, 70323, 148228, 3076, 173346, 478, 54043, 68448]"
"[2480, 5762, 5518, 1012]","[36218, 147020, 70323, 68448, 3076, 169786, 148228, 120677, 30549, 173346]"
"[5819, 1156, 6510, 1574]","[36218, 3076, 822, 120677, 68448, 478, 129622, 70323, 148228, 169786]"
"[286, 66, 6367, 437]","[822, 2651, 3076, 120677, 31260, 163412, 108687, 18602, 84876, 26566]"
"[2187, 5707, 688, 6903]","[148228, 822, 36218, 230802, 173346, 3076, 478, 14996, 54043, 178900]"
"[4761, 6943, 111, 5043]","[3076, 120677, 2651, 822, 148228, 173346, 144733, 108687, 163412, 143884]"
"[2951, 688, 7444, 5210]","[822, 230802, 204583, 148228, 173346, 163412, 3076, 2651, 54043, 14996]"
"[5170, 2368, 3250, 2634]","[3076, 822, 70323, 2651, 148228, 173346, 163412, 120677, 478, 126163]"
"[6941, 3312, 4293, 6377]","[3076, 120677, 822, 169786, 36218, 31260, 220308, 108687, 70323, 199792]"
"[6367, 5455, 1881, 1097]","[822, 126163, 2651, 3076, 230802, 163412, 148228, 173346, 34635, 84876]"
"[999, 1281, 5932, 6943]","[822, 3076, 2651, 36218, 31260, 68448, 120677, 148228, 163412, 478]"
"[4756, 1344, 6120, 6154]","[3076, 120677, 822, 126163, 169786, 148228, 199792, 35677, 144733, 173346]"
"[6367, 5170, 2023, 5044]","[822, 3076, 2651, 120677, 36218, 31260, 108687, 478, 148228, 173346]"
"[5219, 7780, 5415, 3312]","[822, 169786, 120677, 3076, 36218, 31260, 70323, 199792, 35677, 220308]"
"[7892, 2854, 67, 7146]","[822, 230802, 54043, 50, 148228, 204583, 3076, 14996, 173346, 163412]"
"[5455, 6183, 3960, 5819]","[36218, 822, 70323, 147020, 204583, 173346, 68448, 3076, 148228, 478]"
"[4315, 7881, 971, 103]","[822, 3076, 120677, 70323, 143884, 163412, 173346, 2651, 126163, 36218]"
"[4102, 5762, 6536, 6861]","[36218, 169786, 120677, 3076, 285774, 77423, 205059, 220308, 15987, 31260]"
"[5965, 7248, 7414, 1574]","[822, 3076, 2651, 120677, 108687, 13, 143884, 31260, 163412, 40692]"
"[4257, 1422, 7576, 4667]","[3076, 143884, 120677, 148228, 173346, 70323, 108687, 144733, 169786, 171]"
"[6194, 111, 290, 2368]","[822, 3076, 2651, 120677, 31260, 108687, 148228, 35677, 163412, 144733]"
"[3461, 3919, 7689, 231]","[36218, 3076, 129622, 822, 478, 148228, 68448, 70323, 173346, 39856]"
"[6377, 2950, 231, 2187]","[36218, 822, 3076, 478, 148228, 70323, 120677, 173346, 129622, 110327]"
"[7881, 1553, 3312, 500]","[822, 3076, 36218, 31260, 120677, 169786, 70323, 163412, 126163, 173346]"
"[5151, 7721, 7800, 67]","[822, 3076, 36218, 2651, 31260, 120677, 148228, 163412, 173346, 68448]"
