group_members,recommendations
"[7285, 74, 13601, 917]","[178900, 40692, 34635, 204583, 31481, 102794, 150376, 199561, 176494, 73439]"
"[13574, 10263, 6245, 8061]","[204583, 199561, 34635, 102794, 118048, 219513, 176494, 73439, 40692, 216132]"
"[12245, 5539, 12244, 8469]","[178900, 40692, 150376, 204583, 34635, 199561, 205637, 31481, 172225, 176494]"
"[73, 596, 10845, 1884]","[178900, 40692, 34635, 31481, 204583, 150376, 28023, 176494, 102794, 199561]"
"[9912, 5376, 197, 4910]","[40692, 178900, 34635, 31481, 150376, 102794, 28023, 124708, 45315, 73439]"
"[4370, 1735, 3978, 14082]","[40692, 34635, 178900, 102794, 31481, 73439, 122515, 204583, 150376, 25292]"
"[13483, 10247, 8655, 5251]","[40692, 34635, 178900, 31481, 102794, 150376, 73439, 122515, 28023, 45315]"
"[6342, 3522, 8657, 8126]","[178900, 204583, 199561, 40692, 34635, 102794, 150376, 205637, 163967, 209778]"
"[607, 14095, 6225, 7818]","[204583, 34635, 178900, 40692, 31481, 199561, 69789, 176494, 140934, 53953]"
"[1622, 1320, 7754, 2128]","[40692, 34635, 178900, 31481, 150376, 53953, 69789, 25292, 28023, 45315]"
"[10330, 11994, 6389, 1822]","[178900, 34635, 40692, 102794, 150376, 73439, 31481, 122515, 204583, 176494]"
"[4991, 5265, 3988, 5582]","[178900, 34635, 40692, 102794, 31481, 73439, 204583, 122515, 150376, 176494]"
"[2512, 6060, 652, 3225]","[178900, 34635, 40692, 31481, 73439, 102794, 24508, 176494, 204583, 122515]"
"[2136, 5087, 8932, 10950]","[178900, 150376, 40692, 204583, 34635, 199561, 205637, 31481, 102794, 172225]"
"[2257, 11407, 1888, 14656]","[40692, 31481, 178900, 34635, 150376, 25292, 102794, 205637, 171668, 73439]"
"[10988, 6609, 2744, 3143]","[178900, 204583, 199561, 40692, 172225, 150376, 209778, 34635, 31481, 140934]"
"[1540, 1712, 384, 3758]","[178900, 34635, 40692, 176494, 204583, 31481, 73439, 122515, 140934, 28023]"
"[595, 12763, 1745, 4885]","[178900, 40692, 150376, 204583, 34635, 31481, 199561, 102794, 205637, 176494]"
"[7637, 5512, 1826, 5179]","[178900, 199561, 204583, 34635, 176494, 102794, 140934, 118048, 219513, 40692]"
"[14794, 10553, 10682, 12235]","[178900, 150376, 205637, 40692, 34635, 102794, 171668, 204583, 163967, 199561]"
"[10844, 11526, 1555, 5146]","[178900, 40692, 150376, 34635, 204583, 205637, 102794, 31481, 199561, 124708]"
"[8615, 9734, 401, 363]","[178900, 40692, 34635, 204583, 31481, 172225, 150376, 11971, 28023, 140934]"
"[13054, 12819, 7772, 8951]","[178900, 40692, 34635, 204583, 150376, 102794, 176494, 31481, 199561, 73439]"
"[6453, 6060, 11836, 586]","[178900, 40692, 34635, 150376, 31481, 102794, 176494, 204583, 28023, 122515]"
"[6216, 9257, 4925, 158]","[34635, 40692, 178900, 31481, 73439, 176494, 122515, 28023, 102794, 204583]"
"[3712, 4049, 125, 4922]","[178900, 40692, 204583, 150376, 34635, 31481, 102794, 176494, 209778, 205637]"
"[14892, 8767, 6448, 10195]","[40692, 150376, 178900, 34635, 205637, 31481, 102794, 124708, 133038, 25292]"
"[7982, 604, 10908, 13426]","[178900, 40692, 150376, 205637, 31481, 34635, 124708, 171668, 25292, 102794]"
"[10681, 7286, 2174, 781]","[178900, 34635, 204583, 40692, 176494, 199561, 102794, 150376, 140934, 122515]"
"[10576, 6060, 12279, 238]","[34635, 178900, 40692, 73439, 122515, 102794, 176494, 31481, 204583, 118048]"
"[7600, 7678, 7527, 3807]","[178900, 34635, 40692, 204583, 199561, 176494, 31481, 73439, 102794, 122515]"
"[10306, 13659, 7511, 6212]","[34635, 178900, 40692, 102794, 204583, 199561, 176494, 31481, 73439, 122515]"
"[1974, 85, 1484, 6032]","[178900, 40692, 34635, 31481, 105, 28023, 45315, 7805, 73439, 150376]"
"[8586, 11626, 11060, 1082]","[178900, 34635, 40692, 204583, 31481, 102794, 150376, 176494, 73439, 122515]"
"[7937, 1503, 12238, 1928]","[178900, 34635, 40692, 31481, 102794, 73439, 176494, 122515, 204583, 28023]"
"[6276, 9620, 8716, 13564]","[178900, 40692, 34635, 31481, 150376, 28023, 204583, 199561, 176494, 73439]"
"[1051, 2718, 273, 12281]","[178900, 150376, 205637, 40692, 124708, 204583, 171668, 102794, 199561, 34635]"
"[11438, 10847, 4824, 14776]","[178900, 40692, 150376, 102794, 34635, 205637, 31481, 73439, 171668, 176494]"
"[2793, 101, 4394, 1176]","[40692, 34635, 178900, 31481, 102794, 73439, 150376, 122515, 204583, 176494]"
"[868, 2881, 4825, 9770]","[178900, 102794, 34635, 204583, 40692, 199561, 150376, 216132, 176494, 73439]"
"[902, 6400, 6563, 1122]","[178900, 34635, 40692, 102794, 150376, 73439, 204583, 31481, 122515, 176494]"
"[14607, 7099, 8708, 7633]","[178900, 40692, 34635, 204583, 150376, 199561, 102794, 31481, 205637, 209778]"
"[13584, 9830, 3650, 12940]","[178900, 102794, 34635, 40692, 125153, 150376, 176494, 73439, 204583, 216132]"
"[7278, 8346, 3125, 6919]","[178900, 150376, 40692, 34635, 31481, 171668, 204583, 205637, 172225, 28023]"
"[58, 5671, 893, 5260]","[178900, 204583, 34635, 40692, 199561, 31481, 176494, 140934, 172225, 150376]"
"[2813, 5712, 4695, 14353]","[178900, 40692, 150376, 34635, 204583, 31481, 205637, 102794, 199561, 171668]"
"[11358, 14794, 456, 3232]","[34635, 178900, 204583, 102794, 40692, 176494, 199561, 73439, 122515, 118048]"
"[7515, 13593, 4390, 4170]","[178900, 40692, 34635, 31481, 102794, 204583, 150376, 73439, 176494, 122515]"
"[493, 9745, 6244, 11004]","[178900, 40692, 204583, 34635, 31481, 150376, 102794, 199561, 176494, 73439]"
"[4430, 10157, 319, 2818]","[204583, 178900, 40692, 199561, 34635, 150376, 219513, 209778, 176494, 31481]"
"[10025, 7250, 2197, 10157]","[34635, 40692, 178900, 31481, 204583, 28023, 102794, 176494, 73439, 199561]"
"[7591, 10306, 6356, 8836]","[178900, 199561, 102794, 204583, 34635, 40692, 150376, 205637, 216132, 176494]"
"[525, 1552, 1765, 13816]","[40692, 34635, 178900, 31481, 102794, 73439, 122515, 204583, 150376, 176494]"
"[3203, 2101, 9289, 12071]","[34635, 178900, 40692, 204583, 199561, 102794, 73439, 176494, 31481, 118048]"
"[8386, 4536, 653, 407]","[178900, 150376, 40692, 34635, 204583, 102794, 199561, 176494, 209778, 172225]"
"[519, 2026, 10263, 1101]","[34635, 40692, 31481, 73439, 102794, 178900, 122515, 17133, 25292, 204583]"
"[262, 5711, 10210, 2925]","[178900, 204583, 40692, 34635, 199561, 31481, 150376, 102794, 176494, 209778]"
"[3093, 1974, 11581, 5090]","[178900, 40692, 34635, 31481, 204583, 150376, 171668, 176494, 209778, 102794]"
"[9193, 187, 14958, 13512]","[40692, 34635, 178900, 102794, 150376, 73439, 205637, 204583, 122515, 69789]"
"[2928, 6423, 1020, 2162]","[178900, 34635, 40692, 31481, 73439, 24508, 122515, 7805, 28023, 105]"
"[7180, 3035, 2809, 5725]","[178900, 40692, 34635, 204583, 150376, 102794, 199561, 31481, 176494, 205637]"
"[9045, 10518, 190, 526]","[178900, 150376, 40692, 204583, 34635, 205637, 199561, 102794, 31481, 176494]"
"[5221, 387, 5048, 7234]","[34635, 40692, 102794, 178900, 73439, 31481, 122515, 150376, 204583, 45315]"
"[4493, 8778, 12291, 12860]","[40692, 34635, 178900, 102794, 31481, 150376, 73439, 204583, 199561, 205637]"
"[5064, 488, 11033, 7036]","[204583, 178900, 34635, 40692, 199561, 102794, 176494, 31481, 73439, 219513]"
"[48, 1894, 10936, 2591]","[178900, 40692, 34635, 31481, 150376, 28023, 73439, 204583, 102794, 176494]"
"[3709, 1671, 2713, 9653]","[178900, 150376, 204583, 205637, 40692, 199561, 34635, 102794, 171668, 172225]"
"[5498, 76, 725, 31]","[178900, 34635, 40692, 204583, 31481, 199561, 176494, 28023, 102794, 150376]"
"[9919, 2139, 9510, 1126]","[40692, 34635, 178900, 102794, 31481, 73439, 150376, 122515, 45315, 25292]"
"[8999, 3148, 650, 1904]","[178900, 40692, 34635, 150376, 102794, 31481, 204583, 73439, 122515, 28023]"
"[13160, 4814, 5402, 281]","[34635, 178900, 204583, 40692, 102794, 199561, 31481, 176494, 73439, 122515]"
"[2715, 8783, 13037, 1878]","[40692, 178900, 34635, 31481, 150376, 25292, 102794, 124708, 28023, 73439]"
"[1231, 7025, 2466, 2070]","[34635, 178900, 40692, 31481, 204583, 73439, 176494, 122515, 24508, 102794]"
"[7809, 3146, 4752, 2595]","[178900, 34635, 102794, 40692, 73439, 31481, 122515, 150376, 204583, 176494]"
"[12551, 8707, 9002, 8932]","[178900, 40692, 34635, 31481, 150376, 204583, 102794, 28023, 73439, 199561]"
"[1898, 2116, 5736, 3620]","[34635, 40692, 178900, 31481, 102794, 73439, 122515, 204583, 45315, 176494]"
"[1308, 11483, 14533, 10988]","[178900, 204583, 40692, 199561, 150376, 31481, 34635, 205637, 102794, 172225]"
"[9770, 13269, 5000, 4929]","[178900, 40692, 150376, 34635, 102794, 31481, 205637, 124708, 204583, 171668]"
"[2956, 9536, 1138, 1192]","[40692, 31481, 34635, 178900, 150376, 102794, 124708, 25292, 28023, 205637]"
"[8237, 585, 4091, 257]","[178900, 40692, 34635, 31481, 204583, 150376, 28023, 176494, 102794, 73439]"
"[1089, 258, 12460, 12829]","[34635, 40692, 178900, 204583, 31481, 73439, 102794, 176494, 199561, 122515]"
"[3587, 11659, 11419, 3900]","[178900, 40692, 34635, 31481, 150376, 28023, 204583, 176494, 73439, 122515]"
"[4329, 475, 13077, 8623]","[178900, 204583, 34635, 199561, 40692, 140934, 176494, 102794, 150376, 31481]"
"[3529, 1104, 2731, 13516]","[40692, 34635, 102794, 178900, 150376, 73439, 31481, 122515, 205637, 45315]"
"[8596, 7278, 1139, 5939]","[178900, 34635, 40692, 31481, 204583, 102794, 150376, 176494, 73439, 122515]"
"[6302, 1011, 8574, 10876]","[178900, 40692, 34635, 204583, 150376, 102794, 31481, 199561, 73439, 28023]"
"[14155, 1833, 384, 9056]","[178900, 34635, 40692, 204583, 176494, 73439, 31481, 122515, 102794, 118048]"
"[9328, 2063, 2661, 1156]","[178900, 204583, 40692, 34635, 31481, 176494, 209778, 150376, 199561, 28023]"
"[5745, 9880, 549, 2133]","[178900, 34635, 40692, 204583, 199561, 31481, 102794, 150376, 73439, 176494]"
"[2707, 5683, 1677, 9992]","[40692, 34635, 31481, 178900, 73439, 28023, 122515, 102794, 150376, 7805]"
"[426, 1370, 9258, 1051]","[178900, 150376, 204583, 40692, 34635, 205637, 102794, 176494, 199561, 31481]"
"[12469, 1592, 13529, 6319]","[40692, 34635, 178900, 31481, 102794, 73439, 204583, 150376, 122515, 176494]"
"[8377, 3131, 4269, 5646]","[178900, 40692, 150376, 31481, 34635, 205637, 124708, 102794, 171668, 204583]"
"[12001, 12544, 3727, 12767]","[178900, 40692, 34635, 150376, 204583, 31481, 172225, 199561, 209778, 176494]"
"[6225, 7280, 12840, 5425]","[40692, 178900, 34635, 204583, 31481, 102794, 150376, 73439, 199561, 176494]"
"[8449, 13015, 12401, 10047]","[40692, 178900, 31481, 34635, 150376, 102794, 25292, 205637, 124708, 171668]"
"[5099, 10330, 4662, 3793]","[178900, 40692, 34635, 150376, 204583, 102794, 31481, 205637, 176494, 199561]"
"[1723, 8194, 5444, 4655]","[204583, 178900, 34635, 199561, 40692, 102794, 176494, 150376, 118048, 73439]"
"[1180, 10976, 5739, 5229]","[34635, 178900, 40692, 204583, 31481, 73439, 176494, 102794, 122515, 28023]"
"[13904, 8710, 8655, 2121]","[178900, 40692, 150376, 34635, 31481, 205637, 102794, 204583, 199561, 171668]"
"[1571, 3815, 2854, 10276]","[178900, 34635, 40692, 31481, 204583, 176494, 102794, 199561, 73439, 28023]"
"[6916, 1694, 11410, 5146]","[178900, 102794, 34635, 40692, 150376, 205637, 73439, 31481, 122515, 204583]"
"[6448, 2969, 9, 1640]","[40692, 178900, 150376, 34635, 31481, 205637, 102794, 124708, 204583, 25292]"
"[4611, 11646, 7036, 10651]","[40692, 34635, 178900, 31481, 150376, 102794, 124708, 204583, 205637, 73439]"
"[7722, 1672, 5000, 1461]","[40692, 178900, 150376, 31481, 69789, 124708, 205637, 53953, 34635, 133038]"
"[7469, 10810, 5767, 7440]","[178900, 204583, 199561, 34635, 40692, 176494, 140934, 150376, 172225, 31481]"
"[8258, 14093, 3991, 13090]","[40692, 34635, 178900, 31481, 73439, 45315, 25292, 122515, 102794, 150376]"
"[5606, 6410, 14638, 7496]","[178900, 34635, 40692, 204583, 102794, 199561, 150376, 176494, 73439, 31481]"
"[14192, 11242, 10330, 7095]","[178900, 34635, 40692, 31481, 204583, 102794, 150376, 122515, 176494, 73439]"
"[9431, 1174, 8282, 630]","[40692, 34635, 178900, 102794, 150376, 31481, 205637, 45315, 73439, 122515]"
"[4011, 13015, 7600, 3334]","[40692, 34635, 178900, 31481, 150376, 102794, 204583, 73439, 205637, 122515]"
"[1586, 259, 14438, 6916]","[178900, 34635, 40692, 204583, 199561, 102794, 150376, 176494, 118048, 73439]"
"[5323, 11445, 6960, 14932]","[178900, 204583, 40692, 34635, 199561, 31481, 150376, 140934, 176494, 172225]"
"[6220, 5671, 178, 223]","[178900, 204583, 40692, 34635, 199561, 176494, 150376, 172225, 140934, 31481]"
"[10649, 13615, 499, 9360]","[178900, 40692, 34635, 31481, 204583, 150376, 199561, 176494, 102794, 28023]"
"[10692, 6143, 10005, 3302]","[178900, 204583, 34635, 40692, 150376, 140934, 199561, 176494, 172225, 102794]"
"[4410, 7581, 6696, 6220]","[34635, 178900, 102794, 40692, 73439, 125153, 150376, 199561, 122515, 216132]"
"[10495, 1710, 470, 3494]","[34635, 40692, 178900, 73439, 31481, 102794, 122515, 176494, 45315, 70149]"
"[368, 4240, 12281, 1428]","[178900, 40692, 150376, 34635, 31481, 204583, 28023, 102794, 205637, 176494]"
"[12886, 488, 3345, 4044]","[34635, 40692, 31481, 178900, 204583, 73439, 122515, 102794, 176494, 199561]"
"[3856, 11085, 3649, 13939]","[178900, 150376, 204583, 205637, 40692, 199561, 102794, 34635, 209778, 171668]"
"[1858, 4817, 1291, 1914]","[178900, 40692, 34635, 150376, 204583, 102794, 199561, 31481, 205637, 176494]"
"[10888, 28, 635, 14650]","[178900, 204583, 40692, 102794, 199561, 150376, 34635, 205637, 31481, 163967]"
"[8745, 1418, 5902, 8016]","[40692, 178900, 34635, 102794, 204583, 150376, 31481, 73439, 122515, 176494]"
"[11616, 8825, 3662, 12586]","[178900, 204583, 40692, 34635, 150376, 199561, 205637, 102794, 163967, 176494]"
"[9282, 1340, 3991, 10810]","[178900, 40692, 34635, 31481, 204583, 102794, 150376, 176494, 73439, 122515]"
"[8129, 1776, 11984, 7656]","[204583, 178900, 199561, 40692, 150376, 205637, 34635, 219513, 172225, 102794]"
"[6057, 10154, 11028, 17]","[178900, 40692, 34635, 204583, 31481, 150376, 199561, 176494, 28023, 140934]"
"[6808, 5214, 1448, 3185]","[178900, 40692, 34635, 150376, 31481, 204583, 199561, 102794, 209778, 176494]"
"[4587, 5101, 937, 1143]","[40692, 178900, 150376, 34635, 102794, 205637, 204583, 199561, 31481, 163967]"
"[12174, 8061, 11401, 4066]","[178900, 204583, 40692, 34635, 199561, 150376, 102794, 205637, 163967, 31481]"
"[12920, 12420, 12026, 11134]","[178900, 40692, 31481, 34635, 150376, 204583, 205637, 124708, 102794, 199561]"
"[10102, 1462, 9895, 4982]","[40692, 34635, 31481, 73439, 102794, 25292, 178900, 17133, 122515, 45315]"
"[11035, 8278, 1921, 2425]","[34635, 40692, 31481, 73439, 45315, 178900, 122515, 102794, 25292, 25417]"
"[7908, 10416, 2470, 1998]","[178900, 40692, 150376, 204583, 34635, 102794, 205637, 31481, 199561, 209778]"
"[6263, 7896, 508, 2987]","[40692, 34635, 31481, 178900, 102794, 73439, 122515, 204583, 45315, 176494]"
"[8287, 3106, 534, 12116]","[178900, 34635, 102794, 40692, 204583, 199561, 150376, 176494, 73439, 122515]"
"[8867, 5858, 5490, 6545]","[34635, 178900, 40692, 102794, 199561, 73439, 204583, 150376, 176494, 31481]"
"[1894, 10061, 7017, 12784]","[34635, 40692, 178900, 31481, 73439, 102794, 122515, 204583, 150376, 199561]"
"[4044, 9944, 6535, 3001]","[34635, 40692, 178900, 31481, 73439, 122515, 102794, 176494, 204583, 45315]"
"[1343, 6944, 2569, 6389]","[178900, 34635, 102794, 40692, 199561, 204583, 150376, 205637, 73439, 216132]"
"[1389, 3095, 4825, 6506]","[34635, 204583, 178900, 199561, 40692, 102794, 31481, 73439, 176494, 150376]"
"[1274, 5132, 10906, 12819]","[204583, 178900, 199561, 34635, 102794, 40692, 176494, 219513, 118048, 73439]"
"[14754, 1513, 2958, 10752]","[178900, 34635, 102794, 40692, 31481, 73439, 122515, 176494, 204583, 150376]"
"[12186, 351, 4410, 13098]","[40692, 178900, 150376, 34635, 205637, 102794, 31481, 163967, 199561, 73439]"
"[10314, 6857, 5043, 891]","[40692, 178900, 34635, 204583, 150376, 102794, 199561, 31481, 176494, 205637]"
"[7228, 1336, 2462, 13799]","[178900, 40692, 34635, 102794, 204583, 31481, 150376, 176494, 73439, 199561]"
"[9415, 10314, 2444, 4358]","[34635, 40692, 178900, 204583, 102794, 31481, 199561, 150376, 73439, 122515]"
"[2595, 3781, 11758, 10642]","[178900, 102794, 204583, 40692, 34635, 31481, 150376, 205637, 176494, 73439]"
"[3603, 7661, 10709, 3227]","[178900, 40692, 34635, 150376, 102794, 31481, 204583, 176494, 199561, 205637]"
"[7349, 1359, 5357, 11980]","[178900, 40692, 150376, 34635, 102794, 205637, 204583, 31481, 199561, 73439]"
"[1436, 4103, 2793, 5711]","[178900, 204583, 40692, 34635, 199561, 31481, 150376, 102794, 176494, 209778]"
"[9924, 4901, 8483, 10403]","[40692, 178900, 34635, 31481, 150376, 102794, 204583, 73439, 28023, 176494]"
"[190, 5358, 2595, 5873]","[178900, 40692, 34635, 102794, 204583, 150376, 31481, 199561, 73439, 176494]"
"[2695, 804, 7807, 11587]","[178900, 204583, 199561, 150376, 40692, 102794, 34635, 205637, 176494, 219513]"
"[3256, 13403, 1071, 5982]","[178900, 34635, 204583, 199561, 40692, 102794, 176494, 150376, 73439, 118048]"
"[11616, 4861, 732, 2639]","[178900, 34635, 40692, 204583, 31481, 176494, 102794, 73439, 150376, 199561]"
"[10711, 1807, 2721, 548]","[178900, 40692, 204583, 34635, 31481, 199561, 176494, 150376, 102794, 209778]"
"[11709, 7265, 163, 2642]","[178900, 40692, 150376, 34635, 31481, 102794, 205637, 204583, 199561, 124708]"
"[790, 8221, 2718, 3637]","[178900, 204583, 40692, 34635, 199561, 150376, 31481, 209778, 205637, 176494]"
"[13546, 36, 3834, 31]","[178900, 204583, 40692, 34635, 199561, 31481, 150376, 28023, 172225, 209778]"
"[5526, 1439, 12993, 9372]","[178900, 34635, 40692, 204583, 102794, 176494, 150376, 199561, 122515, 31481]"
"[4206, 11599, 3034, 7071]","[178900, 150376, 40692, 205637, 31481, 34635, 124708, 204583, 102794, 171668]"
"[14175, 11491, 2266, 48]","[40692, 34635, 31481, 178900, 28023, 105, 7805, 73439, 1382, 915]"
"[12877, 2969, 7817, 373]","[178900, 40692, 34635, 31481, 204583, 150376, 176494, 102794, 73439, 28023]"
"[6193, 9609, 13066, 2221]","[40692, 178900, 34635, 150376, 204583, 31481, 199561, 102794, 205637, 28023]"
"[1462, 9253, 442, 7072]","[34635, 40692, 102794, 31481, 73439, 122515, 178900, 204583, 150376, 25292]"
"[422, 3617, 2102, 7192]","[40692, 31481, 34635, 178900, 105, 25292, 45315, 7805, 24508, 73439]"
"[1088, 7378, 6471, 8548]","[40692, 34635, 178900, 31481, 150376, 28023, 102794, 73439, 122515, 204583]"
"[7665, 7737, 8991, 14776]","[178900, 150376, 40692, 204583, 205637, 34635, 102794, 199561, 31481, 124708]"
"[7659, 11205, 850, 14927]","[178900, 34635, 40692, 102794, 31481, 73439, 122515, 176494, 204583, 150376]"
"[13279, 10434, 3613, 1669]","[178900, 204583, 34635, 40692, 199561, 31481, 102794, 150376, 176494, 73439]"
"[14776, 9859, 7615, 8906]","[178900, 204583, 205637, 150376, 199561, 40692, 172225, 171668, 163967, 102794]"
"[7659, 361, 9494, 6958]","[178900, 150376, 40692, 204583, 205637, 34635, 31481, 102794, 171668, 199561]"
"[7242, 4483, 82, 8760]","[178900, 34635, 40692, 204583, 176494, 102794, 31481, 150376, 199561, 73439]"
"[14722, 2753, 14696, 4817]","[40692, 178900, 34635, 150376, 102794, 31481, 205637, 199561, 204583, 73439]"
"[14697, 9233, 6085, 7315]","[150376, 40692, 178900, 205637, 102794, 124708, 34635, 31481, 188920, 133038]"
"[1873, 5766, 4820, 8421]","[178900, 204583, 34635, 40692, 102794, 199561, 31481, 176494, 73439, 122515]"
"[9210, 1218, 14032, 359]","[178900, 40692, 204583, 150376, 34635, 205637, 199561, 102794, 171668, 31481]"
"[11085, 4155, 10780, 7250]","[178900, 34635, 40692, 31481, 204583, 150376, 176494, 28023, 102794, 199561]"
"[4178, 2282, 3355, 886]","[178900, 40692, 31481, 34635, 150376, 176494, 204583, 28023, 73439, 102794]"
"[6832, 6464, 13058, 9278]","[178900, 34635, 40692, 204583, 150376, 176494, 199561, 31481, 28023, 102794]"
"[10781, 2777, 8704, 11323]","[40692, 34635, 178900, 204583, 31481, 102794, 150376, 199561, 73439, 176494]"
"[1566, 9, 1131, 5042]","[34635, 40692, 73439, 122515, 178900, 102794, 45315, 70149, 31481, 176494]"
"[13114, 6899, 4011, 11507]","[178900, 40692, 34635, 150376, 204583, 31481, 102794, 176494, 199561, 205637]"
"[519, 2185, 2972, 2890]","[40692, 34635, 178900, 31481, 102794, 73439, 150376, 25292, 122515, 205637]"
"[10, 12301, 107, 12653]","[40692, 34635, 102794, 150376, 205637, 31481, 25292, 73439, 178900, 45315]"
"[8322, 10651, 13077, 8539]","[178900, 40692, 204583, 34635, 150376, 31481, 199561, 28023, 172225, 176494]"
"[5785, 6644, 1306, 4697]","[34635, 40692, 31481, 178900, 73439, 102794, 122515, 28023, 17133, 45315]"
"[5968, 6885, 10936, 10388]","[178900, 40692, 34635, 150376, 102794, 31481, 204583, 176494, 73439, 199561]"
"[12254, 67, 7682, 410]","[34635, 178900, 40692, 102794, 204583, 199561, 73439, 176494, 31481, 150376]"
"[10936, 3878, 8560, 4014]","[40692, 34635, 178900, 31481, 150376, 102794, 204583, 28023, 69789, 53953]"
"[7460, 8657, 14905, 1624]","[40692, 31481, 34635, 25292, 178900, 150376, 53953, 25417, 69789, 205637]"
"[13734, 7583, 10192, 1576]","[102794, 34635, 40692, 73439, 178900, 31481, 205637, 216132, 122515, 150376]"
"[8196, 2991, 1756, 12585]","[178900, 34635, 40692, 31481, 102794, 73439, 122515, 176494, 204583, 150376]"
"[2851, 3316, 5488, 8514]","[178900, 204583, 34635, 40692, 31481, 199561, 176494, 140934, 150376, 219513]"
"[13924, 1586, 13975, 2424]","[34635, 40692, 178900, 102794, 204583, 31481, 73439, 199561, 150376, 122515]"
"[2391, 7004, 9243, 5107]","[40692, 178900, 34635, 102794, 31481, 150376, 73439, 122515, 204583, 205637]"
"[1974, 14137, 14163, 9783]","[40692, 34635, 31481, 178900, 73439, 25292, 102794, 122515, 17133, 7805]"
"[2200, 13303, 9588, 638]","[178900, 40692, 204583, 34635, 150376, 31481, 199561, 172225, 176494, 209778]"
"[1593, 261, 10950, 1752]","[178900, 40692, 34635, 204583, 31481, 150376, 102794, 176494, 73439, 122515]"
"[6041, 1210, 6057, 13186]","[178900, 40692, 150376, 34635, 204583, 31481, 102794, 176494, 28023, 171668]"
"[1028, 13602, 470, 5207]","[178900, 34635, 40692, 31481, 150376, 102794, 204583, 73439, 122515, 176494]"
"[5135, 5966, 9938, 3252]","[34635, 204583, 178900, 40692, 176494, 73439, 122515, 118048, 199561, 102794]"
"[10396, 2593, 9002, 789]","[34635, 178900, 40692, 31481, 73439, 122515, 176494, 204583, 102794, 28023]"
"[2036, 6935, 2838, 14544]","[34635, 178900, 40692, 102794, 31481, 204583, 73439, 150376, 176494, 199561]"
"[2372, 2627, 6212, 7592]","[178900, 204583, 40692, 150376, 34635, 199561, 31481, 102794, 176494, 205637]"
"[1518, 8126, 11964, 3580]","[178900, 204583, 150376, 199561, 172225, 40692, 209778, 34635, 140934, 176494]"
"[1088, 12442, 8894, 3690]","[40692, 178900, 150376, 34635, 204583, 31481, 205637, 102794, 199561, 124708]"
"[550, 10212, 5472, 174]","[178900, 40692, 34635, 31481, 73439, 102794, 122515, 176494, 204583, 28023]"
"[6411, 10145, 212, 5543]","[34635, 40692, 178900, 102794, 73439, 204583, 31481, 122515, 176494, 199561]"
"[14112, 893, 12819, 14889]","[178900, 40692, 204583, 34635, 31481, 150376, 102794, 176494, 199561, 28023]"
"[1024, 524, 107, 6710]","[34635, 178900, 40692, 204583, 199561, 31481, 176494, 28023, 102794, 73439]"
"[167, 10020, 2552, 2965]","[178900, 31481, 34635, 40692, 204583, 24508, 176494, 73439, 7805, 209778]"
"[2765, 14629, 5389, 14349]","[40692, 178900, 34635, 31481, 150376, 204583, 102794, 205637, 69789, 28023]"
"[14754, 8866, 10051, 9331]","[40692, 150376, 178900, 31481, 205637, 124708, 25292, 34635, 171668, 133038]"
"[2372, 10525, 11687, 9342]","[178900, 34635, 40692, 204583, 199561, 102794, 150376, 31481, 176494, 73439]"
