group_members,recommendations
"[10969, 6214, 6661, 11499]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[4370, 13286, 13745, 5731]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7208, 2412, 12224, 2868]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[760, 2596, 4722, 14479]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7258, 2579, 8476, 14482]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7563, 7708, 1024, 694]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11667, 10341, 2750, 12767]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9505, 14046, 1320, 14082]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[4496, 3671, 2885, 1361]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12426, 5992, 1732, 13905]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2373, 521, 1096, 14187]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3891, 11734, 1904, 8688]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11007, 8440, 424, 14216]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9028, 7758, 10345, 14589]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10784, 392, 6676, 4909]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2897, 648, 7911, 8150]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7249, 4370, 5414, 14408]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6837, 11206, 318, 14028]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10791, 5115, 1138, 3079]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10679, 617, 3425, 6274]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1096, 1107, 9622, 14187]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7702, 5809, 8272, 3655]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3615, 3795, 1491, 11516]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12051, 3480, 13735, 7233]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10801, 10962, 12107, 7500]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9216, 7342, 3608, 9660]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3381, 7369, 13077, 1894]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8461, 7501, 594, 10247]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[5806, 5939, 10064, 11469]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[810, 5352, 7701, 10747]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[293, 14179, 6523, 11304]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6438, 9660, 7680, 13710]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[5299, 5763, 3679, 8759]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10100, 2361, 12187, 13220]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[13556, 2347, 12734, 10111]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1700, 9788, 12426, 7507]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10095, 1902, 9576, 10157]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3802, 7970, 6214, 11928]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10711, 11276, 8228, 5168]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7909, 7439, 6568, 7777]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[793, 7680, 11372, 406]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6237, 14503, 11045, 3655]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3496, 417, 1865, 6925]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6269, 6788, 8119, 13211]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[123, 3680, 10169, 1613]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9461, 10340, 9211, 6300]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1265, 7712, 14397, 4985]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3793, 9361, 3381, 1033]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[622, 11406, 6050, 7700]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2792, 1782, 12411, 4890]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1390, 9222, 3220, 35]","[178900, 40692, 34635, 204583, 150376, 199561, 102794, 176494, 205637, 31481]"
"[5130, 12964, 11272, 11062]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6871, 12882, 5186, 23]","[178900, 40692, 34635, 204583, 31481, 199561, 102794, 176494, 205637, 150376]"
"[6056, 13815, 5283, 8520]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3259, 5990, 419, 6307]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[4471, 9302, 62, 7762]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3891, 1574, 4430, 961]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1414, 10356, 10754, 5023]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10816, 14799, 8324, 12021]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1509, 6352, 6300, 8350]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[830, 11525, 7585, 5578]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[4280, 13616, 5412, 6500]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[4245, 8188, 2042, 653]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[14715, 1561, 8388, 2270]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2916, 2974, 11165, 294]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[13414, 7608, 5674, 7153]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12579, 1611, 10655, 5143]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9606, 630, 3943, 3610]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8837, 8721, 2483, 5636]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[13802, 1856, 9776, 1782]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1326, 2042, 5051, 7167]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[5639, 13749, 11878, 10519]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9039, 5708, 9392, 10321]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1758, 5326, 7907, 12763]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7040, 1165, 9104, 14924]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[14179, 3269, 293, 8830]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[5008, 3187, 12141, 1275]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3054, 14074, 2296, 4085]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[14153, 6661, 1127, 7777]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11474, 6081, 14187, 9121]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11181, 14987, 5877, 4717]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6923, 1923, 12679, 7777]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6902, 5355, 13209, 642]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[601, 5630, 880, 7121]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[13950, 634, 5949, 3891]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[13357, 185, 1819, 317]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[205, 5652, 8266, 8155]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[14670, 7410, 1059, 13913]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[4661, 1765, 1934, 2561]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[5533, 1563, 2654, 8428]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10609, 1621, 11176, 2204]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7803, 1178, 7987, 1250]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1347, 961, 6028, 2029]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[618, 4164, 868, 1184]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2269, 8350, 4994, 1277]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7707, 1361, 73, 3528]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7859, 12345, 2813, 6204]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6976, 3792, 3587, 10925]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3538, 6120, 2807, 3018]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3059, 5412, 2626, 8649]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7587, 5949, 4245, 11596]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2503, 3187, 4954, 880]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6398, 14549, 954, 4146]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10280, 11157, 3086, 1253]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2104, 6056, 468, 8009]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7875, 10231, 6929, 560]","[178900, 40692, 34635, 204583, 150376, 31481, 102794, 176494, 205637, 199561]"
"[8754, 6073, 7907, 11064]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[282, 4661, 9251, 10333]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2720, 8450, 2478, 8067]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[13324, 4116, 14382, 9114]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3361, 1167, 3118, 11582]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2113, 8453, 10634, 7553]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6610, 68, 5252, 21]","[178900, 40692, 34635, 150376, 31481, 199561, 102794, 176494, 205637, 204583]"
"[13418, 582, 1347, 6537]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 205637, 176494]"
"[2360, 8461, 10648, 2243]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[406, 7284, 12236, 13363]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11063, 5726, 8361, 14016]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12285, 1005, 5139, 5621]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[434, 2576, 7344, 8488]","[178900, 40692, 34635, 204583, 150376, 31481, 102794, 176494, 205637, 199561]"
"[8780, 9646, 9529, 98]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11405, 2791, 8310, 2830]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[47, 4525, 1174, 3143]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12462, 11666, 5217, 1912]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10231, 1423, 3567, 4954]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7951, 9646, 13985, 10167]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3571, 6690, 926, 5492]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1361, 3522, 5442, 3708]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[14107, 10420, 9302, 12141]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8793, 552, 4955, 2863]","[178900, 40692, 34635, 204583, 150376, 199561, 102794, 176494, 205637, 31481]"
"[3730, 10004, 11741, 11686]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11340, 11230, 9188, 1189]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9698, 1700, 4392, 8872]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7586, 2621, 10006, 4237]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[14296, 10883, 5591, 13132]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2322, 840, 10231, 6729]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8678, 8348, 2050, 341]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3850, 471, 14561, 9956]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7569, 11078, 9901, 7727]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3905, 11709, 10895, 4253]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3822, 2361, 9659, 6537]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8801, 14726, 3457, 13503]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9211, 3180, 14153, 12319]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12115, 9268, 1049, 4427]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[5756, 7892, 12275, 3768]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8830, 3792, 3269, 1166]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12419, 4104, 3383, 2204]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11862, 1049, 9180, 12382]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9197, 5896, 891, 5787]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3393, 12141, 3943, 14501]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1326, 585, 2390, 802]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 205637, 176494]"
"[10043, 9981, 8350, 3650]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1481, 1559, 1374, 7328]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8488, 2574, 2668, 341]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[5985, 2904, 6039, 8865]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[6610, 7836, 10603, 68]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10169, 3680, 9279, 7488]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[924, 5461, 8450, 548]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8061, 11788, 7608, 4386]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[570, 9222, 12050, 13858]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 176494, 205637, 102794]"
"[174, 3779, 6403, 4924]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11690, 1410, 11157, 5804]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[5636, 4895, 741, 11165]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[10006, 11198, 10812, 11299]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7189, 2358, 9747, 14926]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[2478, 504, 4733, 3229]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7373, 10900, 10480, 9161]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12644, 694, 3150, 1889]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[9434, 10654, 8197, 10588]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7537, 5713, 3440, 14550]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[634, 6676, 11734, 5980]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[11706, 10400, 4918, 13947]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[102, 10598, 11580, 961]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[8134, 6199, 4989, 6636]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1042, 8414, 12752, 10374]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[12566, 2172, 3578, 3372]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1687, 2791, 2662, 9191]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[1474, 1865, 11064, 134]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[7099, 7391, 5948, 4584]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
"[3765, 6954, 525, 2170]","[178900, 40692, 34635, 150376, 31481, 199561, 102794, 176494, 205637, 204583]"
"[3905, 8093, 10618, 1082]","[178900, 40692, 34635, 204583, 150376, 31481, 199561, 102794, 176494, 205637]"
