group_members,recommendations
"[14532, 2584, 3762, 3189]","[115746, 312484, 2655, 10906, 308119, 174430, 8217, 18602, 180263, 193867]"
"[6708, 12442, 1087, 5342]","[8217, 18602, 10906, 308119, 193867, 2655, 180263, 174430, 115746, 266192]"
"[6326, 12343, 10400, 4295]","[8217, 2655, 312484, 10906, 180263, 308119, 174430, 115746, 284083, 18602]"
"[10747, 8990, 9213, 9973]","[174430, 8217, 312484, 18602, 10906, 180263, 308119, 115746, 266192, 2655]"
"[12682, 13227, 6783, 6043]","[174430, 115746, 266192, 312484, 10906, 180263, 308119, 18602, 284083, 8217]"
"[12514, 7635, 3940, 5195]","[115746, 2655, 308119, 10906, 312484, 18602, 193867, 174430, 8217, 180263]"
"[6937, 7447, 620, 10302]","[115746, 8217, 18602, 10906, 308119, 2655, 174430, 312484, 284083, 193867]"
"[12962, 8300, 1796, 8285]","[174430, 115746, 266192, 312484, 18602, 10906, 308119, 8217, 2655, 180263]"
"[9243, 12143, 3767, 486]","[174430, 115746, 10906, 180263, 308119, 193867, 8217, 2655, 266192, 284083]"
"[10280, 4017, 1063, 278]","[266192, 308119, 174430, 115746, 8217, 312484, 18602, 180263, 10906, 284083]"
"[6721, 2795, 13775, 13032]","[174430, 115746, 8217, 312484, 18602, 2655, 10906, 308119, 266192, 284083]"
"[10365, 6965, 12860, 3417]","[115746, 312484, 18602, 10906, 308119, 180263, 174430, 8217, 2655, 266192]"
"[8268, 1203, 1533, 2178]","[18602, 10906, 308119, 174430, 115746, 180263, 284083, 193867, 217863, 8217]"
"[141, 8772, 4256, 4132]","[174430, 115746, 8217, 312484, 10906, 308119, 266192, 180263, 284083, 18602]"
"[1568, 5661, 148, 3633]","[115746, 10906, 180263, 308119, 174430, 312484, 193867, 266192, 284083, 183394]"
"[596, 1816, 3406, 3493]","[8217, 312484, 2655, 10906, 180263, 308119, 174430, 115746, 18602, 183394]"
"[155, 210, 2224, 2145]","[115746, 8217, 10906, 180263, 308119, 174430, 18602, 2655, 312484, 284083]"
"[2895, 13659, 992, 2302]","[115746, 10906, 180263, 308119, 174430, 266192, 8217, 18602, 2655, 193867]"
"[13461, 9916, 12537, 3850]","[115746, 266192, 8217, 312484, 18602, 2655, 10906, 308119, 176494, 174430]"
"[8949, 7669, 5754, 7849]","[8217, 312484, 18602, 2655, 10906, 308119, 174430, 115746, 193867, 284083]"
"[11987, 12971, 687, 6241]","[8217, 18602, 2655, 10906, 308119, 174430, 115746, 312484, 180263, 266192]"
"[1965, 749, 5804, 12035]","[115746, 2655, 180263, 308119, 10906, 193867, 266192, 8217, 312484, 18602]"
"[7028, 4954, 6979, 7704]","[115746, 10906, 180263, 308119, 266192, 8217, 312484, 18602, 2655, 193867]"
"[1698, 2995, 4505, 2808]","[174430, 115746, 312484, 18602, 10906, 180263, 266192, 308119, 284083, 8217]"
"[4665, 1410, 1074, 1429]","[174430, 115746, 312484, 2655, 10906, 180263, 8217, 18602, 308119, 193867]"
"[9744, 941, 9419, 1396]","[115746, 2655, 10906, 180263, 308119, 174430, 8217, 312484, 18602, 284083]"
"[5456, 107, 10317, 3158]","[115746, 8217, 18602, 2655, 10906, 308119, 174430, 193867, 180263, 176494]"
"[12863, 14743, 1319, 3648]","[8217, 10906, 308119, 115746, 266192, 312484, 18602, 2655, 180263, 174430]"
"[12159, 12465, 12050, 9747]","[115746, 2655, 18602, 10906, 308119, 174430, 266192, 8217, 312484, 180263]"
"[4664, 4408, 8429, 6639]","[115746, 8217, 312484, 10906, 180263, 308119, 18602, 284083, 2655, 193867]"
"[324, 7547, 2808, 747]","[174430, 115746, 266192, 312484, 308119, 180263, 10906, 2655, 18602, 193867]"
"[2739, 5540, 6174, 8570]","[115746, 10906, 18602, 312484, 174430, 266192, 8217, 284083, 180263, 2655]"
"[7060, 11288, 5882, 530]","[174430, 115746, 8217, 10906, 180263, 308119, 18602, 183394, 312484, 284083]"
"[1235, 8583, 2672, 2358]","[115746, 8217, 312484, 18602, 308119, 10906, 180263, 193867, 2655, 266192]"
"[3362, 1291, 7398, 1993]","[2655, 10906, 8217, 312484, 308119, 174430, 266192, 115746, 284083, 180263]"
"[2226, 206, 14315, 6836]","[312484, 18602, 10906, 308119, 115746, 266192, 8217, 180263, 284083, 193867]"
"[1297, 852, 2658, 1843]","[174430, 115746, 312484, 10906, 180263, 308119, 266192, 8217, 284083, 18602]"
"[3314, 2762, 9303, 4858]","[115746, 312484, 10906, 308119, 284083, 183394, 193867, 180263, 2655, 217863]"
"[4182, 10409, 3498, 6336]","[115746, 2655, 10906, 18602, 308119, 266192, 8217, 312484, 284083, 180263]"
"[13123, 389, 11079, 1788]","[174430, 115746, 266192, 312484, 10906, 308119, 180263, 18602, 2655, 284083]"
"[4316, 11835, 3554, 9325]","[115746, 18602, 180263, 308119, 193867, 8217, 10906, 266192, 2655, 284083]"
"[12887, 6891, 3145, 5439]","[174430, 115746, 8217, 10906, 180263, 308119, 266192, 312484, 18602, 2655]"
"[6917, 1929, 620, 2624]","[174430, 115746, 8217, 312484, 10906, 308119, 193867, 18602, 2655, 180263]"
"[6126, 6803, 4582, 7930]","[312484, 2655, 10906, 180263, 308119, 174430, 8217, 18602, 115746, 266192]"
"[11399, 14319, 7344, 10878]","[174430, 115746, 8217, 312484, 18602, 10906, 180263, 308119, 193867, 266192]"
"[14418, 833, 13467, 12968]","[174430, 115746, 266192, 312484, 10906, 180263, 308119, 18602, 2655, 8217]"
"[9841, 9606, 4071, 892]","[174430, 115746, 8217, 10906, 180263, 308119, 312484, 18602, 2655, 284083]"
"[7582, 4168, 7712, 5731]","[2655, 10906, 308119, 193867, 8217, 18602, 180263, 312484, 115746, 284083]"
"[4526, 4214, 187, 2071]","[10906, 180263, 308119, 174430, 115746, 8217, 18602, 2655, 284083, 193867]"
"[7711, 4196, 1555, 6727]","[8217, 312484, 18602, 10906, 180263, 308119, 174430, 115746, 284083, 2655]"
"[5389, 5667, 8625, 620]","[115746, 8217, 10906, 308119, 284083, 2655, 180263, 193867, 174430, 18602]"
"[8827, 14129, 7012, 6463]","[174430, 115746, 8217, 312484, 18602, 2655, 308119, 10906, 180263, 193867]"
"[4215, 11380, 3683, 12125]","[174430, 2655, 10906, 308119, 115746, 312484, 18602, 284083, 193867, 217863]"
"[13081, 11862, 4759, 3498]","[8217, 18602, 10906, 308119, 284083, 115746, 312484, 2655, 180263, 193867]"
"[3818, 2736, 1636, 14228]","[115746, 180263, 308119, 174430, 266192, 10906, 284083, 312484, 18602, 193867]"
"[184, 2927, 5313, 3940]","[10906, 2655, 115746, 312484, 180263, 308119, 284083, 174430, 266192, 193867]"
"[5030, 2105, 7673, 13160]","[115746, 8217, 18602, 10906, 308119, 180263, 266192, 2655, 284083, 174430]"
"[9397, 9187, 3666, 9606]","[174430, 115746, 2655, 10906, 180263, 308119, 266192, 312484, 18602, 284083]"
"[2019, 7783, 3575, 11326]","[174430, 115746, 266192, 2655, 10906, 180263, 308119, 312484, 18602, 8217]"
"[6036, 13835, 3100, 11723]","[115746, 266192, 18602, 312484, 180263, 308119, 10906, 284083, 174430, 8217]"
"[202, 941, 5247, 5616]","[115746, 18602, 2655, 10906, 8217, 180263, 308119, 312484, 193867, 174430]"
"[12469, 874, 747, 11087]","[312484, 10906, 180263, 308119, 174430, 115746, 266192, 8217, 2655, 193867]"
"[2224, 739, 10206, 210]","[115746, 8217, 312484, 2655, 10906, 308119, 266192, 180263, 18602, 183394]"
"[37, 148, 1568, 3648]","[174430, 115746, 10906, 180263, 308119, 266192, 312484, 183394, 2655, 284083]"
"[1518, 10325, 7161, 12047]","[115746, 8217, 308119, 10906, 284083, 2655, 180263, 174430, 18602, 193867]"
"[5892, 9869, 5449, 717]","[174430, 115746, 8217, 312484, 10906, 180263, 308119, 18602, 284083, 2655]"
"[8039, 12578, 11603, 2402]","[115746, 312484, 308119, 10906, 180263, 174430, 266192, 8217, 18602, 2655]"
"[3189, 3762, 14532, 2584]","[115746, 312484, 2655, 10906, 308119, 174430, 18602, 180263, 193867, 8217]"
"[162, 349, 8003, 3570]","[115746, 308119, 180263, 10906, 266192, 8217, 312484, 284083, 174430, 18602]"
"[2127, 12713, 6068, 2680]","[266192, 115746, 8217, 312484, 18602, 10906, 2655, 308119, 174430, 180263]"
"[4657, 6955, 2088, 1963]","[174430, 312484, 2655, 10906, 308119, 115746, 8217, 180263, 284083, 183394]"
"[5546, 5917, 1704, 7001]","[115746, 2655, 10906, 180263, 308119, 174430, 8217, 312484, 193867, 18602]"
"[5901, 5379, 4141, 3310]","[8217, 18602, 10906, 308119, 193867, 312484, 217863, 115746, 2655, 266192]"
"[10258, 1852, 3507, 6825]","[2655, 180263, 308119, 193867, 312484, 10906, 217863, 174430, 266192, 8217]"
"[5195, 4192, 9327, 11854]","[174430, 10906, 115746, 8217, 18602, 2655, 180263, 308119, 284083, 193867]"
"[14468, 669, 4699, 1164]","[266192, 115746, 312484, 10906, 2655, 308119, 174430, 18602, 193867, 8217]"
"[1964, 6627, 9405, 995]","[8217, 312484, 10906, 308119, 266192, 284083, 183394, 193867, 115746, 18602]"
"[1925, 13453, 4819, 5787]","[115746, 8217, 2655, 10906, 312484, 180263, 308119, 284083, 174430, 266192]"
"[10409, 6000, 9681, 7366]","[115746, 266192, 8217, 312484, 18602, 10906, 308119, 180263, 284083, 2655]"
"[7637, 7298, 12992, 1891]","[266192, 10906, 308119, 180263, 174430, 115746, 312484, 2655, 193867, 284083]"
"[9501, 3127, 10836, 3051]","[115746, 10906, 180263, 308119, 174430, 8217, 312484, 18602, 2655, 193867]"
"[9032, 13420, 9742, 3011]","[312484, 10906, 180263, 308119, 174430, 266192, 8217, 18602, 115746, 2655]"
"[742, 4355, 3844, 2651]","[115746, 10906, 308119, 180263, 174430, 312484, 18602, 2655, 284083, 183394]"
"[6036, 1124, 10696, 197]","[115746, 18602, 312484, 10906, 308119, 266192, 180263, 284083, 183394, 217863]"
"[1856, 6072, 991, 14881]","[174430, 115746, 2655, 10906, 308119, 312484, 266192, 8217, 18602, 183394]"
"[8785, 727, 10958, 6825]","[266192, 312484, 308119, 10906, 115746, 8217, 2655, 284083, 174430, 180263]"
"[14292, 7757, 960, 5564]","[115746, 8217, 2655, 18602, 10906, 308119, 266192, 312484, 193867, 284083]"
"[8698, 9793, 696, 8785]","[115746, 312484, 10906, 308119, 174430, 8217, 180263, 193867, 266192, 2655]"
"[253, 11598, 6007, 8561]","[10906, 8217, 18602, 312484, 308119, 115746, 180263, 193867, 284083, 174430]"
"[334, 5651, 1715, 10497]","[174430, 266192, 115746, 312484, 10906, 180263, 308119, 2655, 183394, 284083]"
"[158, 8172, 8698, 6876]","[8217, 312484, 10906, 180263, 183394, 308119, 176494, 174430, 115746, 2655]"
"[6126, 6803, 2692, 11715]","[312484, 2655, 10906, 308119, 174430, 115746, 266192, 8217, 18602, 180263]"
"[8921, 13658, 10524, 962]","[115746, 18602, 308119, 10906, 8217, 2655, 193867, 266192, 284083, 183394]"
"[187, 477, 9460, 14606]","[115746, 8217, 312484, 18602, 10906, 308119, 180263, 2655, 284083, 266192]"
"[12360, 5769, 0, 11202]","[115746, 266192, 8217, 312484, 2655, 308119, 180263, 10906, 174430, 18602]"
"[4605, 3510, 12175, 5509]","[115746, 10906, 312484, 2655, 308119, 180263, 266192, 18602, 183394, 217863]"
"[3041, 4337, 2839, 13473]","[174430, 266192, 115746, 10906, 312484, 308119, 8217, 180263, 2655, 284083]"
"[3845, 8285, 6043, 11461]","[174430, 115746, 312484, 10906, 308119, 18602, 2655, 193867, 266192, 180263]"
"[7514, 3702, 1019, 11108]","[115746, 312484, 10906, 308119, 174430, 180263, 284083, 183394, 193867, 18602]"
"[7398, 10817, 6897, 3362]","[8217, 10906, 266192, 2655, 180263, 217863, 312484, 308119, 174430, 115746]"
"[6682, 7280, 14348, 195]","[115746, 266192, 312484, 308119, 10906, 180263, 8217, 18602, 193867, 174430]"
"[6060, 12965, 8979, 912]","[174430, 115746, 2655, 10906, 180263, 308119, 193867, 266192, 8217, 312484]"
"[4008, 8933, 7130, 9948]","[115746, 312484, 18602, 10906, 308119, 174430, 8217, 2655, 193867, 183394]"
"[9330, 4510, 4573, 13100]","[8217, 10906, 308119, 174430, 18602, 2655, 180263, 193867, 284083, 183394]"
"[1184, 4622, 8542, 7898]","[8217, 312484, 308119, 180263, 10906, 266192, 115746, 18602, 2655, 174430]"
"[7001, 1704, 5608, 2444]","[115746, 10906, 180263, 308119, 193867, 174430, 312484, 18602, 2655, 183394]"
"[10206, 155, 7576, 8894]","[174430, 115746, 8217, 2655, 10906, 308119, 266192, 312484, 180263, 183394]"
"[4863, 540, 7731, 5715]","[115746, 312484, 10906, 180263, 308119, 193867, 2655, 284083, 8217, 18602]"
"[6268, 13147, 10682, 7200]","[115746, 8217, 2655, 10906, 180263, 308119, 312484, 193867, 18602, 284083]"
"[5453, 2379, 8691, 8772]","[115746, 10906, 174430, 8217, 312484, 18602, 308119, 193867, 2655, 180263]"
"[14125, 5261, 10429, 11551]","[266192, 115746, 10906, 312484, 284083, 180263, 308119, 174430, 2655, 18602]"
"[6876, 14020, 10451, 12535]","[174430, 115746, 266192, 8217, 312484, 10906, 180263, 308119, 284083, 183394]"
"[1896, 13958, 5529, 8910]","[174430, 115746, 312484, 10906, 308119, 266192, 8217, 2655, 18602, 284083]"
"[9987, 9198, 10162, 4486]","[8217, 312484, 18602, 10906, 308119, 174430, 115746, 266192, 2655, 180263]"
"[6957, 278, 1063, 5636]","[266192, 312484, 308119, 10906, 174430, 115746, 18602, 180263, 2655, 193867]"
"[11985, 14150, 8946, 5415]","[115746, 266192, 8217, 312484, 2655, 10906, 180263, 308119, 174430, 18602]"
"[2897, 8326, 13436, 693]","[174430, 115746, 266192, 312484, 10906, 308119, 180263, 18602, 8217, 2655]"
"[4589, 1172, 2103, 892]","[115746, 8217, 10906, 308119, 193867, 174430, 266192, 180263, 2655, 217863]"
"[5749, 5441, 304, 6674]","[115746, 10906, 180263, 308119, 193867, 174430, 8217, 312484, 18602, 2655]"
"[386, 13376, 6352, 546]","[174430, 115746, 10906, 18602, 312484, 180263, 308119, 8217, 2655, 266192]"
"[9032, 9742, 3011, 14204]","[312484, 10906, 180263, 308119, 174430, 115746, 266192, 8217, 18602, 284083]"
"[12465, 9747, 12159, 12050]","[115746, 18602, 2655, 308119, 10906, 174430, 266192, 8217, 312484, 180263]"
"[4798, 12713, 4773, 5631]","[115746, 18602, 312484, 10906, 180263, 308119, 266192, 8217, 193867, 2655]"
"[3766, 2734, 2081, 2033]","[115746, 8217, 18602, 2655, 10906, 308119, 174430, 180263, 183394, 193867]"
"[5811, 12623, 8108, 4798]","[115746, 312484, 18602, 308119, 180263, 10906, 284083, 266192, 8217, 2655]"
"[6162, 1262, 7141, 7785]","[174430, 115746, 312484, 2655, 10906, 180263, 308119, 284083, 8217, 18602]"
"[2410, 1635, 6813, 3070]","[115746, 312484, 308119, 180263, 10906, 266192, 18602, 174430, 193867, 2655]"
"[10526, 1126, 3499, 7932]","[174430, 115746, 10906, 308119, 2655, 180263, 193867, 266192, 312484, 18602]"
"[10488, 4952, 3220, 7787]","[115746, 8217, 18602, 2655, 308119, 10906, 312484, 180263, 193867, 284083]"
"[3412, 14514, 232, 12602]","[8217, 312484, 18602, 180263, 10906, 115746, 308119, 2655, 174430, 266192]"
"[10737, 4158, 7406, 8081]","[174430, 115746, 10906, 180263, 308119, 266192, 8217, 312484, 284083, 193867]"
"[1723, 14983, 9902, 1217]","[174430, 115746, 266192, 8217, 312484, 18602, 2655, 10906, 180263, 308119]"
"[8950, 10624, 3547, 4545]","[115746, 10906, 180263, 308119, 312484, 193867, 174430, 266192, 284083, 8217]"
"[7060, 11288, 4934, 14199]","[174430, 115746, 8217, 18602, 10906, 180263, 308119, 312484, 2655, 284083]"
"[3862, 457, 877, 3522]","[312484, 2655, 10906, 308119, 284083, 115746, 8217, 18602, 193867, 174430]"
"[7673, 1657, 12413, 8401]","[174430, 115746, 266192, 8217, 10906, 308119, 18602, 180263, 284083, 193867]"
"[766, 3408, 9223, 6371]","[266192, 174430, 115746, 10906, 2655, 284083, 8217, 18602, 312484, 180263]"
"[9501, 10423, 13447, 1301]","[174430, 115746, 8217, 18602, 10906, 180263, 308119, 312484, 2655, 284083]"
"[10409, 2741, 1755, 4402]","[312484, 10906, 308119, 183394, 115746, 266192, 18602, 2655, 180263, 193867]"
"[5384, 5329, 11533, 5761]","[115746, 8217, 18602, 2655, 10906, 180263, 308119, 174430, 312484, 183394]"
"[3554, 729, 5469, 5861]","[10906, 308119, 115746, 18602, 180263, 8217, 2655, 284083, 193867, 217863]"
"[12895, 561, 8157, 3176]","[174430, 312484, 2655, 10906, 180263, 308119, 115746, 8217, 18602, 193867]"
"[2683, 8583, 10259, 2358]","[115746, 8217, 312484, 18602, 2655, 308119, 180263, 10906, 266192, 284083]"
"[9522, 3553, 5629, 6806]","[312484, 10906, 308119, 174430, 266192, 8217, 180263, 284083, 193867, 115746]"
"[5061, 2137, 12823, 10607]","[174430, 115746, 18602, 10906, 180263, 308119, 284083, 183394, 266192, 8217]"
"[5025, 1490, 1755, 361]","[115746, 18602, 2655, 308119, 180263, 10906, 8217, 312484, 193867, 284083]"
"[2808, 747, 7422, 324]","[174430, 115746, 312484, 10906, 308119, 180263, 266192, 18602, 2655, 193867]"
"[13922, 3920, 11402, 8722]","[2655, 10906, 308119, 174430, 266192, 8217, 312484, 284083, 18602, 180263]"
"[5376, 9676, 1798, 8722]","[2655, 10906, 312484, 308119, 266192, 8217, 180263, 284083, 183394, 217863]"
"[1711, 2128, 2727, 10333]","[174430, 115746, 10906, 312484, 308119, 266192, 284083, 183394, 2655, 180263]"
"[8844, 10726, 13805, 1982]","[174430, 115746, 266192, 312484, 10906, 180263, 308119, 284083, 193867, 183394]"
"[12975, 8413, 10162, 5449]","[115746, 8217, 18602, 2655, 308119, 180263, 10906, 174430, 266192, 312484]"
"[14760, 974, 12365, 6190]","[115746, 266192, 312484, 18602, 2655, 10906, 308119, 174430, 8217, 180263]"
"[4261, 4511, 89, 4111]","[8217, 10906, 308119, 193867, 115746, 312484, 18602, 180263, 183394, 217863]"
"[1160, 8418, 2444, 4240]","[115746, 10906, 308119, 193867, 18602, 180263, 217863, 8217, 284083, 174430]"
"[10317, 5082, 10286, 4486]","[8217, 10906, 308119, 115746, 266192, 312484, 2655, 193867, 174430, 18602]"
"[12363, 8895, 8082, 3373]","[174430, 115746, 266192, 10906, 308119, 312484, 18602, 284083, 8217, 193867]"
"[5422, 5218, 10721, 1979]","[266192, 312484, 18602, 10906, 180263, 308119, 174430, 115746, 284083, 2655]"
"[4196, 1555, 7253, 11676]","[115746, 10906, 312484, 180263, 308119, 8217, 18602, 183394, 174430, 284083]"
"[9828, 7578, 2435, 100]","[174430, 115746, 266192, 8217, 10906, 308119, 312484, 18602, 2655, 180263]"
"[1598, 6629, 755, 9705]","[174430, 115746, 8217, 308119, 312484, 18602, 10906, 180263, 193867, 266192]"
"[4024, 5570, 5575, 849]","[115746, 312484, 10906, 180263, 308119, 284083, 8217, 18602, 2655, 193867]"
"[5521, 7734, 14524, 7280]","[174430, 266192, 115746, 312484, 10906, 180263, 308119, 8217, 2655, 18602]"
"[4746, 7312, 2299, 1262]","[115746, 8217, 10906, 180263, 308119, 312484, 18602, 284083, 193867, 2655]"
"[9531, 8959, 5441, 11724]","[115746, 10906, 8217, 174430, 18602, 312484, 180263, 2655, 308119, 193867]"
"[1088, 1357, 3761, 3611]","[115746, 8217, 180263, 308119, 2655, 312484, 18602, 10906, 284083, 174430]"
"[8285, 5832, 1957, 10511]","[174430, 115746, 312484, 18602, 10906, 308119, 266192, 180263, 193867, 8217]"
"[6619, 4493, 11862, 4759]","[10906, 308119, 193867, 115746, 8217, 18602, 284083, 312484, 266192, 2655]"
"[2945, 7446, 3525, 3472]","[115746, 8217, 18602, 10906, 312484, 308119, 174430, 2655, 180263, 266192]"
"[4624, 2066, 5894, 530]","[312484, 10906, 308119, 193867, 266192, 180263, 174430, 115746, 8217, 2655]"
"[3406, 3237, 849, 6086]","[174430, 115746, 8217, 312484, 18602, 10906, 180263, 308119, 284083, 2655]"
"[4183, 3086, 9268, 8965]","[115746, 312484, 10906, 308119, 180263, 193867, 2655, 18602, 174430, 266192]"
"[4084, 12160, 9853, 8147]","[115746, 10906, 180263, 308119, 8217, 312484, 174430, 266192, 18602, 193867]"
"[8139, 7728, 7810, 4269]","[115746, 8217, 312484, 10906, 308119, 174430, 2655, 284083, 266192, 180263]"
"[6591, 354, 1236, 3513]","[10906, 308119, 115746, 8217, 18602, 2655, 180263, 193867, 312484, 183394]"
"[8172, 10160, 8587, 942]","[174430, 115746, 266192, 2655, 180263, 8217, 312484, 10906, 308119, 193867]"
"[2808, 7547, 747, 2995]","[174430, 115746, 266192, 312484, 2655, 10906, 180263, 308119, 8217, 18602]"
"[6158, 3154, 10459, 9327]","[174430, 18602, 308119, 2655, 193867, 115746, 8217, 312484, 180263, 10906]"
"[2319, 4801, 106, 1241]","[174430, 10906, 115746, 8217, 18602, 312484, 284083, 180263, 266192, 67066]"
"[9545, 1538, 9337, 4699]","[115746, 10906, 180263, 308119, 284083, 193867, 266192, 312484, 2655, 183394]"
"[1625, 5882, 5833, 9469]","[174430, 115746, 8217, 312484, 10906, 180263, 308119, 2655, 18602, 284083]"
"[5651, 334, 1715, 66]","[174430, 115746, 312484, 10906, 180263, 308119, 266192, 18602, 2655, 183394]"
"[2258, 4886, 821, 13141]","[8217, 10906, 308119, 180263, 266192, 312484, 284083, 193867, 2655, 183394]"
"[1562, 3206, 9249, 7298]","[115746, 312484, 2655, 10906, 308119, 193867, 174430, 266192, 180263, 284083]"
"[889, 5357, 8647, 354]","[115746, 312484, 18602, 10906, 180263, 308119, 174430, 266192, 2655, 284083]"
"[12968, 1078, 12770, 833]","[174430, 266192, 312484, 10906, 180263, 308119, 115746, 8217, 2655, 18602]"
"[2152, 181, 5679, 3666]","[115746, 10906, 180263, 308119, 2655, 8217, 284083, 174430, 312484, 18602]"
"[6243, 839, 7242, 215]","[174430, 115746, 8217, 18602, 10906, 180263, 308119, 312484, 2655, 266192]"
"[12406, 488, 1019, 14406]","[10906, 115746, 312484, 266192, 174430, 2655, 18602, 284083, 308119, 8217]"
"[3480, 1375, 5368, 1801]","[174430, 115746, 312484, 308119, 10906, 8217, 18602, 2655, 193867, 180263]"
"[837, 3343, 1210, 4100]","[8217, 18602, 10906, 308119, 174430, 266192, 312484, 2655, 115746, 193867]"
"[885, 8528, 8912, 13558]","[174430, 115746, 266192, 312484, 10906, 180263, 308119, 284083, 8217, 2655]"
"[4797, 14818, 10497, 3802]","[266192, 115746, 312484, 10906, 308119, 174430, 8217, 284083, 180263, 193867]"
"[12770, 1078, 13467, 284]","[174430, 312484, 18602, 2655, 10906, 308119, 266192, 8217, 180263, 284083]"
"[12558, 8885, 6055, 6607]","[115746, 8217, 10906, 18602, 180263, 308119, 2655, 312484, 266192, 284083]"
"[10719, 5759, 8236, 12341]","[174430, 115746, 266192, 18602, 2655, 10906, 308119, 8217, 312484, 180263]"
"[2843, 4218, 372, 3004]","[174430, 312484, 2655, 18602, 10906, 180263, 308119, 266192, 115746, 8217]"
"[9270, 417, 5087, 10400]","[8217, 312484, 18602, 2655, 10906, 180263, 284083, 174430, 115746, 308119]"
"[439, 7914, 3308, 2532]","[174430, 115746, 266192, 18602, 2655, 10906, 180263, 308119, 193867, 8217]"
"[2927, 7635, 4144, 5313]","[174430, 115746, 266192, 312484, 10906, 308119, 180263, 284083, 2655, 193867]"
"[8236, 3540, 13885, 620]","[174430, 115746, 8217, 312484, 18602, 10906, 308119, 266192, 180263, 2655]"
"[3152, 785, 2427, 7274]","[115746, 8217, 18602, 312484, 10906, 180263, 308119, 2655, 284083, 266192]"
"[67, 2646, 4004, 8929]","[8217, 312484, 10906, 308119, 180263, 115746, 266192, 2655, 193867, 284083]"
"[13897, 9114, 6115, 12314]","[174430, 266192, 8217, 312484, 18602, 10906, 180263, 308119, 115746, 2655]"
"[2454, 9306, 4767, 3182]","[18602, 10906, 180263, 308119, 193867, 8217, 284083, 266192, 312484, 183394]"
"[6148, 5009, 8503, 2454]","[308119, 10906, 193867, 312484, 180263, 284083, 183394, 176494, 217863, 8217]"
"[3770, 13808, 10696, 195]","[266192, 115746, 8217, 312484, 18602, 10906, 308119, 180263, 284083, 174430]"
"[4063, 11349, 7208, 7086]","[115746, 18602, 2655, 10906, 308119, 266192, 8217, 312484, 180263, 193867]"
"[6056, 4065, 6134, 936]","[174430, 115746, 8217, 2655, 10906, 180263, 308119, 312484, 18602, 193867]"
