group_members,recommendations
"[5030, 2105, 7673, 13160]","[266192, 50, 183394, 284083, 157969, 218603, 174430, 172, 176494, 209778]"
"[9397, 9187, 3666, 9606]","[266192, 183394, 18602, 50, 176494, 172, 2655, 157969, 8217, 218603]"
"[2019, 7783, 3575, 11326]","[266192, 50, 176494, 172, 183394, 244522, 157969, 2655, 284083, 209778]"
"[6036, 13835, 3100, 11723]","[50, 172, 2655, 157969, 8217, 266192, 50381, 18602, 174430, 2398]"
"[202, 941, 5247, 5616]","[266192, 157969, 174430, 183394, 284083, 209778, 218603, 50, 176494, 180263]"
"[12469, 874, 747, 11087]","[18602, 50, 8217, 2655, 172, 4390, 31594, 30869, 266192, 176494]"
"[2224, 739, 10206, 210]","[266192, 183394, 176494, 157969, 218603, 50, 174430, 209778, 284083, 2655]"
"[37, 148, 1568, 3648]","[50, 172, 8217, 266192, 2655, 157969, 18602, 176494, 42215, 372]"
"[1518, 10325, 7161, 12047]","[183394, 266192, 312484, 185343, 218603, 176494, 284083, 174430, 244522, 184921]"
"[5892, 9869, 5449, 717]","[50, 266192, 157969, 50381, 172225, 183394, 172, 174430, 155362, 2655]"
"[8039, 12578, 11603, 2402]","[50, 2655, 8217, 172, 18602, 2398, 50381, 770, 100901, 2452]"
"[3189, 3762, 14532, 2584]","[183394, 266192, 312484, 284083, 174430, 176494, 185343, 218603, 244522, 209778]"
"[162, 349, 8003, 3570]","[266192, 183394, 176494, 50, 244522, 218603, 2655, 284083, 204027, 245654]"
"[2127, 12713, 6068, 2680]","[50, 174430, 266192, 115746, 2655, 18602, 183394, 284083, 100901, 8217]"
"[4657, 6955, 2088, 1963]","[183394, 18602, 266192, 185343, 115746, 174430, 50, 8217, 2655, 312484]"
"[5546, 5917, 1704, 7001]","[50, 266192, 2655, 172, 18602, 176494, 8217, 183394, 244522, 42215]"
"[5901, 5379, 4141, 3310]","[174430, 183394, 266192, 176189, 284083, 180263, 185343, 199042, 209778, 312484]"
"[10258, 1852, 3507, 6825]","[266192, 183394, 174430, 157969, 284083, 50, 218603, 185343, 312484, 176494]"
"[5195, 4192, 9327, 11854]","[266192, 183394, 50, 176494, 284083, 244522, 312484, 218603, 18602, 157969]"
"[14468, 669, 4699, 1164]","[266192, 174430, 157969, 183394, 50, 185343, 176189, 155068, 100901, 105134]"
"[1964, 6627, 9405, 995]","[50, 2655, 172, 157969, 174430, 100901, 266192, 209778, 50381, 171668]"
"[1925, 13453, 4819, 5787]","[266192, 183394, 50, 176494, 209778, 284083, 174430, 2655, 172, 218603]"
"[10409, 6000, 9681, 7366]","[266192, 157969, 50, 183394, 176494, 2655, 174430, 172, 218603, 284083]"
"[7637, 7298, 12992, 1891]","[18602, 2655, 8217, 50, 20551, 172, 31594, 176494, 4390, 30869]"
"[9501, 3127, 10836, 3051]","[266192, 157969, 50381, 50, 172225, 183394, 174430, 155362, 284083, 199042]"
"[9032, 13420, 9742, 3011]","[266192, 183394, 18602, 176494, 50, 8217, 172, 312484, 218603, 174430]"
"[742, 4355, 3844, 2651]","[50, 172, 266192, 2655, 176494, 157969, 8217, 18602, 183394, 218603]"
"[6036, 1124, 10696, 197]","[50, 266192, 183394, 157969, 2655, 172, 284083, 176494, 218603, 172225]"
"[1856, 6072, 991, 14881]","[50, 2655, 266192, 172, 100901, 174430, 209778, 284083, 157969, 180263]"
"[8785, 727, 10958, 6825]","[266192, 50, 183394, 2655, 18602, 174430, 157969, 176494, 185343, 8217]"
"[14292, 7757, 960, 5564]","[266192, 183394, 174430, 180263, 284083, 176189, 209778, 185343, 199042, 157969]"
"[8698, 9793, 696, 8785]","[50, 2655, 266192, 18602, 176494, 183394, 172, 174430, 8217, 157969]"
"[253, 11598, 6007, 8561]","[266192, 183394, 174430, 284083, 209778, 157969, 180263, 218603, 176494, 185343]"
"[334, 5651, 1715, 10497]","[50, 172, 2655, 8217, 42215, 372, 266192, 157969, 30869, 327]"
"[158, 8172, 8698, 6876]","[18602, 50, 2655, 8217, 266192, 183394, 172, 176494, 31594, 218603]"
"[6126, 6803, 2692, 11715]","[50, 266192, 157969, 172, 183394, 284083, 2655, 174430, 176494, 218603]"
"[8921, 13658, 10524, 962]","[174430, 266192, 183394, 284083, 209778, 180263, 50, 2655, 100901, 157969]"
"[187, 477, 9460, 14606]","[183394, 266192, 174430, 18602, 2655, 176494, 284083, 100901, 50, 185343]"
"[12360, 5769, 0, 11202]","[50, 266192, 172, 176494, 2655, 18602, 183394, 157969, 8217, 218603]"
"[4605, 3510, 12175, 5509]","[266192, 50, 172, 176494, 2655, 157969, 183394, 218603, 8217, 244522]"
"[3041, 4337, 2839, 13473]","[50, 172, 2655, 8217, 18602, 266192, 42215, 157969, 176494, 30869]"
"[3845, 8285, 6043, 11461]","[50, 172, 2655, 157969, 266192, 50381, 8217, 172225, 176494, 284083]"
"[7514, 3702, 1019, 11108]","[18602, 50, 8217, 2655, 172, 30869, 4390, 31594, 20551, 13004]"
"[7398, 10817, 6897, 3362]","[183394, 266192, 157969, 176494, 18602, 174430, 172, 218603, 50, 2655]"
"[6682, 7280, 14348, 195]","[50, 266192, 157969, 172, 176494, 183394, 2655, 172225, 218603, 284083]"
"[6060, 12965, 8979, 912]","[50, 172, 266192, 2655, 18602, 8217, 157969, 176494, 183394, 30869]"
"[4008, 8933, 7130, 9948]","[266192, 183394, 174430, 284083, 209778, 180263, 185343, 176494, 218603, 244522]"
"[9330, 4510, 4573, 13100]","[266192, 183394, 174430, 284083, 157969, 244522, 218603, 100901, 209778, 176494]"
"[1184, 4622, 8542, 7898]","[174430, 115746, 2655, 50, 100901, 180263, 266192, 157969, 284083, 176189]"
"[7001, 1704, 5608, 2444]","[50, 172, 2655, 266192, 42215, 284083, 100901, 8217, 209778, 176494]"
"[10206, 155, 7576, 8894]","[50, 172, 2655, 18602, 157969, 8217, 176494, 266192, 183394, 50381]"
"[4863, 540, 7731, 5715]","[266192, 183394, 50, 176494, 157969, 284083, 218603, 172, 209778, 2655]"
"[6268, 13147, 10682, 7200]","[266192, 183394, 176494, 174430, 2655, 185343, 50, 18602, 218603, 157969]"
"[5453, 2379, 8691, 8772]","[183394, 266192, 174430, 284083, 209778, 176494, 218603, 100901, 180263, 312484]"
"[14125, 5261, 10429, 11551]","[50, 172, 2655, 8217, 157969, 18602, 42215, 30869, 100901, 20551]"
"[6876, 14020, 10451, 12535]","[50, 18602, 8217, 172, 2655, 266192, 31594, 20551, 176494, 183394]"
"[1896, 13958, 5529, 8910]","[18602, 50, 2655, 172, 8217, 266192, 157969, 183394, 20551, 176494]"
"[9987, 9198, 10162, 4486]","[174430, 209778, 266192, 157969, 284083, 183394, 180263, 199042, 176494, 171668]"
"[6957, 278, 1063, 5636]","[50, 2655, 172, 157969, 174430, 100901, 18602, 115746, 50381, 266192]"
"[11985, 14150, 8946, 5415]","[50, 157969, 266192, 172, 50381, 183394, 2655, 284083, 174430, 172225]"
"[2897, 8326, 13436, 693]","[50, 2655, 172, 18602, 8217, 327, 2452, 31594, 42215, 4390]"
"[4589, 1172, 2103, 892]","[157969, 266192, 50, 183394, 172, 176494, 174430, 155362, 2655, 218603]"
"[5749, 5441, 304, 6674]","[266192, 183394, 157969, 50, 176494, 174430, 218603, 284083, 172225, 172]"
"[386, 13376, 6352, 546]","[50, 172, 1382, 2398, 8217, 2655, 50381, 257, 30869, 2719]"
"[9032, 9742, 3011, 14204]","[266192, 183394, 50, 176494, 157969, 172, 18602, 174430, 2655, 218603]"
"[12465, 9747, 12159, 12050]","[174430, 157969, 176189, 155068, 180263, 199042, 209778, 266192, 155362, 172225]"
"[4798, 12713, 4773, 5631]","[266192, 50, 183394, 284083, 157969, 174430, 50381, 172, 2655, 18602]"
"[3766, 2734, 2081, 2033]","[266192, 183394, 157969, 176494, 50, 244522, 172225, 218603, 174430, 284083]"
"[5811, 12623, 8108, 4798]","[266192, 183394, 174430, 284083, 176494, 185343, 218603, 312484, 244522, 209778]"
"[6162, 1262, 7141, 7785]","[50, 266192, 172, 183394, 8217, 176494, 2655, 218603, 244522, 372]"
"[2410, 1635, 6813, 3070]","[18602, 8217, 50, 20551, 2655, 31594, 172, 30869, 4390, 115746]"
"[10526, 1126, 3499, 7932]","[18602, 50, 2655, 172, 176494, 8217, 266192, 30869, 42215, 4390]"
"[10488, 4952, 3220, 7787]","[266192, 183394, 157969, 284083, 176494, 218603, 174430, 50, 244522, 172225]"
"[3412, 14514, 232, 12602]","[50, 2655, 50381, 2452, 157969, 172, 172225, 266192, 327, 8217]"
"[10737, 4158, 7406, 8081]","[18602, 266192, 50, 176494, 183394, 2655, 8217, 172, 157969, 218603]"
"[1723, 14983, 9902, 1217]","[2452, 50, 2398, 5048, 50381, 327, 172, 770, 2719, 2655]"
"[8950, 10624, 3547, 4545]","[50, 172, 2655, 157969, 327, 176494, 266192, 2452, 155362, 139030]"
"[7060, 11288, 4934, 14199]","[266192, 50, 183394, 157969, 172, 176494, 2655, 244522, 218603, 284083]"
"[3862, 457, 877, 3522]","[157969, 266192, 172225, 50, 50381, 183394, 284083, 172, 155362, 174430]"
"[7673, 1657, 12413, 8401]","[50, 172, 2655, 266192, 176494, 284083, 244522, 42215, 183394, 218603]"
"[766, 3408, 9223, 6371]","[2452, 2719, 50, 327, 5048, 3737, 2655, 11901, 172, 1197]"
"[9501, 10423, 13447, 1301]","[50, 172225, 157969, 266192, 50381, 172, 155362, 2452, 2655, 183394]"
"[10409, 2741, 1755, 4402]","[18602, 2655, 50, 172, 266192, 8217, 183394, 174430, 176494, 100901]"
"[5384, 5329, 11533, 5761]","[266192, 183394, 284083, 157969, 50, 174430, 172225, 244522, 50381, 218603]"
"[3554, 729, 5469, 5861]","[266192, 183394, 284083, 174430, 312484, 244522, 176494, 218603, 209778, 185343]"
"[12895, 561, 8157, 3176]","[266192, 50, 172, 183394, 157969, 284083, 218603, 2655, 176494, 18602]"
"[2683, 8583, 10259, 2358]","[174430, 209778, 157969, 199042, 180263, 176189, 284083, 155362, 50381, 171668]"
"[9522, 3553, 5629, 6806]","[18602, 183394, 266192, 176494, 2655, 50, 172, 174430, 8217, 157969]"
"[5061, 2137, 12823, 10607]","[266192, 50, 183394, 157969, 172225, 176494, 284083, 244522, 218603, 172]"
"[5025, 1490, 1755, 361]","[266192, 183394, 284083, 50, 176494, 244522, 312484, 174430, 218603, 2655]"
"[2808, 747, 7422, 324]","[50, 172, 2655, 8217, 18602, 30869, 4390, 42215, 266192, 327]"
"[13922, 3920, 11402, 8722]","[266192, 174430, 50, 183394, 157969, 2655, 284083, 172, 100901, 18602]"
"[5376, 9676, 1798, 8722]","[50, 18602, 2655, 172, 266192, 8217, 183394, 157969, 176494, 174430]"
"[1711, 2128, 2727, 10333]","[50, 18602, 2655, 8217, 172, 266192, 31594, 100901, 20551, 183394]"
"[8844, 10726, 13805, 1982]","[50, 2655, 18602, 172, 8217, 30869, 4390, 31594, 42215, 13004]"
"[12975, 8413, 10162, 5449]","[266192, 183394, 157969, 284083, 209778, 50, 176494, 174430, 218603, 2655]"
"[14760, 974, 12365, 6190]","[50, 172, 50381, 157969, 172225, 266192, 2655, 2398, 8217, 155362]"
"[4261, 4511, 89, 4111]","[266192, 157969, 183394, 174430, 209778, 284083, 176494, 218603, 2655, 50]"
"[1160, 8418, 2444, 4240]","[266192, 183394, 284083, 244522, 50, 2655, 174430, 176494, 218603, 209778]"
"[10317, 5082, 10286, 4486]","[266192, 183394, 174430, 284083, 185343, 180263, 312484, 209778, 157969, 176189]"
"[12363, 8895, 8082, 3373]","[2655, 50, 172, 18602, 266192, 157969, 174430, 8217, 183394, 176494]"
"[5422, 5218, 10721, 1979]","[18602, 50, 8217, 2655, 31594, 4390, 172, 20551, 30869, 13004]"
"[4196, 1555, 7253, 11676]","[50, 2452, 2655, 172, 2719, 327, 8217, 18602, 50381, 266192]"
"[9828, 7578, 2435, 100]","[266192, 50, 244522, 176494, 183394, 172, 2655, 284083, 157969, 209778]"
"[1598, 6629, 755, 9705]","[172225, 50381, 157969, 50, 2452, 266192, 155362, 284083, 195043, 172]"
"[4024, 5570, 5575, 849]","[50, 2655, 172, 18602, 8217, 176494, 266192, 157969, 20551, 31594]"
"[5521, 7734, 14524, 7280]","[266192, 50, 183394, 172, 157969, 176494, 218603, 8217, 172225, 372]"
"[4746, 7312, 2299, 1262]","[266192, 50, 172, 183394, 284083, 2655, 176494, 244522, 218603, 157969]"
"[9531, 8959, 5441, 11724]","[266192, 174430, 157969, 183394, 284083, 50, 199042, 180263, 172225, 209778]"
"[1088, 1357, 3761, 3611]","[266192, 183394, 176494, 50, 172, 218603, 312484, 244522, 18602, 2655]"
"[8285, 5832, 1957, 10511]","[50, 172, 2655, 8217, 266192, 157969, 372, 50381, 176494, 18602]"
"[6619, 4493, 11862, 4759]","[266192, 183394, 174430, 284083, 157969, 176494, 218603, 244522, 50, 312484]"
"[2945, 7446, 3525, 3472]","[266192, 284083, 157969, 50, 209778, 183394, 174430, 244522, 172, 218603]"
"[4624, 2066, 5894, 530]","[266192, 174430, 183394, 157969, 284083, 2655, 176494, 50, 209778, 100901]"
"[3406, 3237, 849, 6086]","[266192, 183394, 157969, 50, 284083, 174430, 218603, 176494, 209778, 172]"
"[4183, 3086, 9268, 8965]","[266192, 183394, 157969, 284083, 218603, 172225, 174430, 176494, 312484, 244522]"
"[4084, 12160, 9853, 8147]","[266192, 183394, 176494, 50, 157969, 172, 2655, 244522, 218603, 284083]"
"[8139, 7728, 7810, 4269]","[266192, 183394, 284083, 157969, 218603, 176494, 209778, 174430, 172, 50]"
"[6591, 354, 1236, 3513]","[266192, 183394, 176494, 50, 2655, 18602, 174430, 218603, 157969, 172]"
"[8172, 10160, 8587, 942]","[18602, 8217, 2655, 183394, 176494, 50, 266192, 172, 31594, 109276]"
"[2808, 7547, 747, 2995]","[50, 8217, 2655, 18602, 172, 4390, 2452, 30869, 2719, 327]"
"[6158, 3154, 10459, 9327]","[266192, 183394, 174430, 284083, 185343, 312484, 157969, 244522, 180263, 50]"
"[2319, 4801, 106, 1241]","[50, 2655, 266192, 18602, 8217, 172, 183394, 2719, 2452, 176494]"
"[9545, 1538, 9337, 4699]","[50, 2655, 172, 2452, 157969, 18602, 327, 50381, 8217, 266192]"
"[1625, 5882, 5833, 9469]","[266192, 183394, 284083, 244522, 218603, 50, 157969, 176494, 174430, 209778]"
"[5651, 334, 1715, 66]","[50, 172, 157969, 2655, 266192, 172225, 50381, 8217, 372, 42215]"
"[2258, 4886, 821, 13141]","[266192, 50, 183394, 174430, 172, 284083, 2655, 157969, 18602, 176494]"
"[1562, 3206, 9249, 7298]","[50, 8217, 18602, 172, 2655, 31594, 30869, 4390, 2398, 20551]"
"[889, 5357, 8647, 354]","[50, 172, 2655, 266192, 8217, 157969, 18602, 50381, 176494, 372]"
"[12968, 1078, 12770, 833]","[18602, 20551, 8217, 50, 31594, 172, 60, 2655, 196, 257]"
"[2152, 181, 5679, 3666]","[266192, 183394, 176494, 50, 18602, 157969, 172, 2655, 174430, 218603]"
"[6243, 839, 7242, 215]","[266192, 50, 183394, 284083, 218603, 244522, 8217, 2655, 176494, 18602]"
"[12406, 488, 1019, 14406]","[18602, 50, 2655, 8217, 4390, 30869, 172, 31594, 2719, 2452]"
"[3480, 1375, 5368, 1801]","[266192, 284083, 244522, 183394, 209778, 50, 245654, 176494, 218603, 157969]"
"[837, 3343, 1210, 4100]","[183394, 176494, 18602, 266192, 2655, 174430, 218603, 185343, 312484, 284083]"
"[885, 8528, 8912, 13558]","[50, 18602, 172, 8217, 2655, 31594, 20551, 4390, 30869, 2398]"
"[4797, 14818, 10497, 3802]","[18602, 2655, 50, 8217, 20551, 172, 100901, 31594, 327, 176494]"
"[12770, 1078, 13467, 284]","[50, 172, 50381, 18602, 20551, 115746, 8217, 2655, 31594, 2398]"
"[12558, 8885, 6055, 6607]","[157969, 172225, 50381, 266192, 155362, 284083, 183394, 174430, 50, 218603]"
"[10719, 5759, 8236, 12341]","[266192, 176494, 157969, 183394, 174430, 50, 2655, 209778, 172, 218603]"
"[2843, 4218, 372, 3004]","[2655, 50, 18602, 8217, 172, 31594, 2398, 20551, 2452, 4390]"
"[9270, 417, 5087, 10400]","[266192, 183394, 18602, 176494, 50, 8217, 185343, 312484, 172, 2655]"
"[439, 7914, 3308, 2532]","[266192, 183394, 176494, 284083, 244522, 218603, 312484, 50, 204027, 209778]"
"[2927, 7635, 4144, 5313]","[18602, 20551, 8217, 172, 31594, 50, 2655, 4390, 30869, 60]"
"[8236, 3540, 13885, 620]","[266192, 50, 2655, 157969, 174430, 183394, 176494, 172, 218603, 284083]"
"[3152, 785, 2427, 7274]","[2655, 50, 100901, 172, 209778, 176494, 266192, 2452, 18602, 327]"
"[67, 2646, 4004, 8929]","[115746, 15985, 174430, 10640, 105134, 176189, 18602, 2655, 155068, 172047]"
"[13897, 9114, 6115, 12314]","[183394, 266192, 176494, 174430, 218603, 312484, 18602, 185343, 284083, 2655]"
"[2454, 9306, 4767, 3182]","[266192, 18602, 183394, 176494, 2655, 50, 8217, 244522, 172, 284083]"
"[6148, 5009, 8503, 2454]","[18602, 2655, 50, 172, 266192, 183394, 8217, 176494, 174430, 20551]"
"[3770, 13808, 10696, 195]","[50, 266192, 2655, 183394, 157969, 172, 176494, 218603, 284083, 172225]"
"[4063, 11349, 7208, 7086]","[157969, 155362, 174430, 139030, 172, 50381, 209778, 2655, 266192, 284083]"
"[6056, 4065, 6134, 936]","[266192, 50, 183394, 284083, 176494, 157969, 172, 244522, 2655, 218603]"
"[923, 5263, 11799, 13160]","[266192, 50, 183394, 2655, 284083, 172, 174430, 157969, 100901, 218603]"
"[5585, 97, 12528, 9916]","[50, 2655, 172, 157969, 139030, 155362, 176494, 174430, 266192, 50381]"
"[5374, 8380, 1995, 5921]","[174430, 266192, 183394, 284083, 180263, 185343, 209778, 100901, 218603, 176189]"
"[5976, 5994, 8036, 1070]","[50, 266192, 172, 2655, 157969, 18602, 8217, 183394, 176494, 50381]"
"[845, 11448, 10369, 550]","[50, 8217, 172, 30869, 18602, 4390, 2655, 42215, 8989, 31594]"
"[994, 1562, 12992, 3836]","[18602, 50, 8217, 172, 2655, 20551, 31594, 30869, 4390, 1382]"
"[13492, 2342, 11247, 448]","[266192, 183394, 176494, 18602, 50, 2655, 8217, 185343, 172, 174430]"
