group_members,recommendations
"[2193, 794, 6227, 12653]","[50, 266192, 172, 2655, 157969, 50381, 176494, 183394, 8217, 284083]"
"[5566, 12968, 14699, 10747]","[266192, 284083, 50, 2655, 174430, 183394, 209778, 180263, 172, 100901]"
"[13424, 6137, 14199, 193]","[50, 266192, 2655, 172, 157969, 50381, 284083, 172225, 209778, 8217]"
"[10325, 8949, 11016, 327]","[50, 266192, 8217, 183394, 18602, 2655, 172, 176494, 157969, 218603]"
"[3145, 6243, 1550, 12538]","[266192, 50, 183394, 284083, 172, 2452, 172225, 244522, 176494, 50381]"
"[4992, 7469, 2165, 4174]","[266192, 183394, 50, 157969, 244522, 284083, 218603, 176494, 172225, 209778]"
"[5687, 8200, 89, 195]","[266192, 183394, 284083, 174430, 209778, 176494, 157969, 218603, 2655, 180263]"
"[891, 2514, 8043, 2776]","[157969, 50381, 172225, 155362, 50, 266192, 174430, 172, 171668, 183394]"
"[3931, 616, 11612, 8722]","[266192, 183394, 50, 174430, 176494, 100901, 2655, 172, 284083, 157969]"
"[2871, 2526, 3974, 361]","[50, 2655, 266192, 18602, 176494, 183394, 172, 8217, 244522, 209778]"
"[1480, 12881, 4499, 4681]","[266192, 50, 183394, 18602, 176494, 2655, 172, 174430, 8217, 218603]"
"[3118, 12000, 4726, 1793]","[50, 2655, 172, 18602, 8217, 327, 157969, 2452, 50381, 176494]"
"[8307, 7757, 8762, 403]","[266192, 50, 183394, 157969, 174430, 172225, 284083, 50381, 171668, 172]"
"[3330, 112, 5314, 8304]","[50, 157969, 172, 2655, 174430, 100901, 266192, 50381, 176494, 18602]"
"[5830, 2534, 14091, 9333]","[266192, 183394, 284083, 174430, 50, 209778, 180263, 2655, 100901, 157969]"
"[6930, 3164, 5811, 6811]","[50, 266192, 183394, 172, 176494, 2655, 18602, 157969, 284083, 8217]"
"[8490, 5971, 13014, 5447]","[266192, 183394, 50, 172, 244522, 2655, 176494, 218603, 157969, 284083]"
"[313, 4257, 1539, 1568]","[50, 2655, 172, 18602, 8217, 30869, 42215, 31594, 4390, 13004]"
"[8760, 9303, 9520, 1133]","[266192, 50, 183394, 18602, 2655, 176494, 172, 284083, 244522, 8217]"
"[216, 11650, 7227, 3932]","[266192, 50, 183394, 2655, 172, 244522, 284083, 18602, 8217, 176494]"
"[6511, 5926, 10077, 9483]","[266192, 50, 183394, 172, 157969, 2655, 284083, 218603, 176494, 8217]"
"[4089, 11372, 6806, 4156]","[266192, 183394, 174430, 209778, 176494, 284083, 2655, 100901, 50, 218603]"
"[510, 3923, 10459, 8028]","[266192, 183394, 50, 157969, 172, 174430, 284083, 176494, 2655, 218603]"
"[8822, 1964, 11604, 1106]","[18602, 20551, 115746, 31594, 8217, 50, 2655, 25021, 172, 62227]"
"[8520, 554, 8452, 10937]","[50, 266192, 172, 157969, 50381, 172225, 2655, 183394, 8217, 284083]"
"[8557, 4746, 7863, 12300]","[50, 2655, 8217, 172, 18602, 266192, 176494, 157969, 30869, 2452]"
"[11650, 319, 8683, 4813]","[50, 172, 2655, 266192, 157969, 18602, 8217, 176494, 20551, 174430]"
"[8933, 5564, 2848, 620]","[266192, 174430, 50, 157969, 284083, 183394, 209778, 2655, 172, 50381]"
"[2695, 9913, 6674, 2165]","[266192, 183394, 157969, 174430, 50, 218603, 284083, 2655, 172, 100901]"
"[1502, 1199, 3330, 8124]","[174430, 100901, 266192, 209778, 183394, 284083, 180263, 157969, 2655, 218603]"
"[530, 11952, 3608, 2703]","[50, 172, 2655, 157969, 8217, 327, 139030, 18602, 50381, 155362]"
"[10604, 3295, 8136, 1432]","[18602, 2655, 50, 266192, 183394, 8217, 115746, 174430, 100901, 172]"
"[7596, 2425, 4584, 9077]","[50, 172, 2655, 157969, 50381, 266192, 8217, 174430, 176494, 100901]"
"[4017, 2030, 9502, 2019]","[266192, 157969, 174430, 183394, 50, 244522, 209778, 100901, 180263, 199042]"
"[7891, 1066, 4786, 1490]","[266192, 183394, 312484, 244522, 185343, 176494, 218603, 284083, 245654, 184921]"
"[1918, 13559, 441, 9045]","[50, 172, 2655, 266192, 8217, 18602, 176494, 183394, 50381, 2452]"
"[13778, 4102, 14011, 12087]","[266192, 50, 157969, 183394, 172225, 50381, 172, 176494, 218603, 155362]"
"[10810, 1883, 2539, 95]","[172, 50, 50381, 2655, 157969, 284083, 266192, 183394, 8217, 18602]"
"[7308, 10908, 8185, 3579]","[50, 50381, 157969, 172, 266192, 174430, 172225, 284083, 171668, 2655]"
"[11197, 2215, 3762, 13319]","[266192, 183394, 174430, 185343, 199042, 284083, 180263, 312484, 176189, 157969]"
"[748, 905, 751, 14283]","[50, 266192, 172, 2655, 244522, 176494, 183394, 172225, 157969, 8217]"
"[5174, 5717, 13112, 3436]","[174430, 183394, 266192, 185343, 115746, 157969, 180263, 218603, 284083, 100901]"
"[10280, 2695, 12442, 8008]","[266192, 157969, 50, 50381, 172225, 183394, 284083, 174430, 172, 218603]"
"[9111, 7146, 12647, 13901]","[174430, 176189, 266192, 157969, 180263, 50, 171668, 155068, 209778, 100901]"
"[8555, 1949, 232, 546]","[50, 157969, 50381, 172, 2655, 172225, 327, 155362, 266192, 8217]"
"[2355, 956, 9446, 864]","[266192, 50, 183394, 176494, 244522, 157969, 172, 218603, 2655, 284083]"
"[6353, 1432, 10367, 7915]","[50, 2655, 172, 266192, 100901, 284083, 174430, 18602, 2452, 8217]"
"[3421, 1883, 5898, 5888]","[266192, 183394, 284083, 157969, 174430, 199042, 312484, 218603, 209778, 172225]"
"[6568, 5392, 2133, 12224]","[50, 2655, 172, 266192, 2452, 8217, 50381, 157969, 18602, 284083]"
"[7566, 57, 12537, 5436]","[50, 172, 18602, 2655, 8217, 266192, 176494, 183394, 157969, 50381]"
"[6742, 2082, 12383, 7460]","[183394, 266192, 174430, 176494, 185343, 312484, 218603, 157969, 284083, 244522]"
"[7808, 2316, 5624, 12035]","[266192, 183394, 176494, 244522, 50, 2655, 218603, 284083, 245654, 209778]"
"[820, 9146, 1980, 7414]","[266192, 50, 174430, 2655, 284083, 183394, 100901, 209778, 180263, 172]"
"[3934, 2799, 5894, 12864]","[50, 2655, 172, 8217, 18602, 176494, 266192, 157969, 327, 42215]"
"[2244, 5436, 7654, 11616]","[266192, 183394, 50, 157969, 176494, 174430, 172, 218603, 2655, 284083]"
"[93, 1633, 8647, 8881]","[50, 172, 2655, 266192, 8217, 157969, 50381, 2452, 372, 176494]"
"[221, 6682, 7706, 6492]","[266192, 183394, 157969, 176494, 50, 172, 218603, 174430, 2655, 284083]"
"[8212, 6471, 4156, 1645]","[50, 172, 2655, 8217, 2452, 18602, 327, 4390, 30869, 42215]"
"[8285, 239, 9087, 7837]","[50, 2655, 266192, 172, 176494, 18602, 183394, 8217, 244522, 42215]"
"[5832, 3472, 2423, 1462]","[50, 172, 266192, 2655, 157969, 183394, 176494, 100901, 8217, 174430]"
"[2578, 12087, 9400, 8422]","[266192, 183394, 176494, 50, 2655, 284083, 218603, 157969, 209778, 244522]"
"[4745, 7635, 11771, 1843]","[266192, 183394, 50, 284083, 174430, 172, 176494, 2655, 218603, 18602]"
"[5334, 1810, 2833, 902]","[266192, 174430, 284083, 183394, 50, 2655, 180263, 218603, 209778, 185343]"
"[5578, 6850, 11863, 7909]","[266192, 183394, 176494, 174430, 244522, 50, 2655, 284083, 218603, 100901]"
"[4863, 14804, 12887, 5787]","[266192, 50, 157969, 183394, 172225, 284083, 244522, 172, 176494, 174430]"
"[8309, 5056, 1496, 14746]","[266192, 183394, 284083, 312484, 157969, 50, 174430, 218603, 244522, 185343]"
"[101, 4452, 9612, 9998]","[174430, 266192, 183394, 185343, 157969, 180263, 176494, 50, 176189, 284083]"
"[10849, 3372, 1262, 8084]","[266192, 157969, 183394, 50, 284083, 172225, 50381, 174430, 218603, 209778]"
"[348, 4664, 9289, 2325]","[266192, 157969, 50, 284083, 174430, 209778, 2655, 100901, 218603, 50381]"
"[5310, 14392, 8948, 914]","[18602, 50, 266192, 172, 183394, 8217, 2655, 176494, 157969, 31594]"
"[608, 9425, 6296, 12224]","[284083, 209778, 266192, 172225, 157969, 215842, 50381, 226518, 50, 172]"
"[7841, 14319, 1543, 1302]","[266192, 183394, 284083, 50, 174430, 172, 218603, 244522, 157969, 176494]"
"[8212, 13599, 3041, 627]","[50, 172, 2655, 50381, 266192, 157969, 8217, 172225, 176494, 100901]"
"[2695, 10645, 9686, 181]","[50, 172, 2655, 8217, 18602, 266192, 2452, 50381, 31594, 176494]"
"[7001, 13787, 702, 6314]","[176494, 266192, 183394, 2655, 284083, 50, 209778, 172, 244522, 218603]"
"[4664, 205, 3795, 1786]","[266192, 183394, 50, 176494, 157969, 244522, 172, 218603, 174430, 284083]"
"[1233, 11985, 13962, 1188]","[266192, 183394, 50, 284083, 157969, 218603, 174430, 176494, 172, 244522]"
"[10914, 4726, 8772, 2436]","[183394, 266192, 176494, 174430, 284083, 218603, 209778, 2655, 50, 157969]"
"[10209, 364, 293, 14802]","[50, 172, 266192, 2655, 176494, 183394, 284083, 8217, 18602, 171499]"
"[5439, 1714, 5756, 3948]","[183394, 266192, 174430, 176494, 157969, 284083, 218603, 50, 185343, 100901]"
"[8838, 272, 4699, 5319]","[50, 266192, 2655, 157969, 172, 176494, 174430, 183394, 8217, 218603]"
"[1027, 8490, 2270, 7344]","[266192, 183394, 50, 284083, 157969, 174430, 172, 176494, 172225, 218603]"
"[8732, 14070, 3795, 11070]","[50, 266192, 172, 2655, 157969, 50381, 8217, 183394, 284083, 172225]"
"[1057, 10664, 3391, 2615]","[50, 50381, 157969, 2655, 174430, 266192, 172, 100901, 172225, 2452]"
"[5044, 961, 2796, 4558]","[50, 266192, 2655, 172, 157969, 50381, 183394, 172225, 174430, 284083]"
"[10624, 14673, 5310, 13742]","[266192, 50, 157969, 2655, 183394, 174430, 176494, 172, 218603, 209778]"
"[14237, 9423, 5453, 5156]","[266192, 157969, 209778, 174430, 284083, 183394, 50, 2655, 180263, 50381]"
"[2552, 12463, 871, 7703]","[266192, 183394, 176494, 284083, 157969, 218603, 244522, 50, 209778, 312484]"
"[229, 6963, 2261, 12962]","[266192, 157969, 50, 172225, 174430, 209778, 284083, 50381, 100901, 183394]"
"[8192, 1248, 8472, 4722]","[266192, 50, 183394, 176494, 172, 157969, 2655, 284083, 174430, 244522]"
"[286, 5265, 4269, 11330]","[18602, 2655, 50, 266192, 183394, 174430, 176494, 172, 8217, 209778]"
"[12058, 2542, 10796, 2209]","[50, 50381, 172225, 157969, 2452, 172, 266192, 155362, 2655, 139030]"
"[3189, 12860, 14952, 139]","[266192, 183394, 174430, 284083, 218603, 176494, 2655, 209778, 50, 157969]"
"[10190, 9560, 10020, 11749]","[50, 8217, 18602, 2655, 172, 20551, 31594, 4390, 157969, 257]"
"[12535, 3922, 1815, 7163]","[50, 2655, 172, 157969, 50381, 266192, 8217, 100901, 174430, 2452]"
"[3374, 12869, 14855, 2995]","[50, 172, 50381, 266192, 157969, 2655, 172225, 2452, 8217, 2398]"
"[1522, 10758, 14571, 9644]","[50, 2655, 172, 18602, 8217, 20551, 31594, 4390, 30869, 42215]"
"[6874, 9869, 4315, 239]","[266192, 50, 183394, 18602, 176494, 172, 2655, 8217, 244522, 218603]"
"[3144, 3397, 14637, 1645]","[50, 8217, 18602, 172, 2655, 31594, 4390, 30869, 199, 2398]"
"[7921, 4647, 85, 1780]","[18602, 50, 2655, 8217, 115746, 31594, 20551, 172, 25021, 1513]"
"[2504, 677, 4763, 9150]","[50, 172, 266192, 183394, 2655, 18602, 8217, 157969, 176494, 284083]"
"[7144, 5449, 1832, 5617]","[266192, 50, 183394, 157969, 172, 172225, 176494, 284083, 372, 312484]"
"[6055, 4377, 1654, 9981]","[50, 266192, 2655, 157969, 172, 100901, 183394, 174430, 176494, 209778]"
"[11269, 5489, 2939, 2399]","[266192, 50, 183394, 157969, 218603, 2655, 176494, 244522, 172, 284083]"
"[6670, 2723, 8418, 8974]","[266192, 183394, 284083, 218603, 174430, 312484, 50, 244522, 176494, 157969]"
"[14809, 12647, 9311, 606]","[157969, 50, 266192, 174430, 50381, 172225, 172, 284083, 209778, 171668]"
"[1748, 2768, 143, 317]","[183394, 266192, 2655, 18602, 50, 176494, 174430, 172, 284083, 100901]"
"[8063, 8346, 9052, 438]","[50, 18602, 2655, 266192, 172, 8217, 176494, 183394, 218603, 157969]"
"[221, 1887, 4793, 2994]","[157969, 266192, 50, 176494, 172, 183394, 2655, 18602, 218603, 8217]"
"[5761, 293, 510, 7570]","[50, 266192, 172, 2655, 284083, 174430, 157969, 183394, 50381, 8217]"
"[7346, 1419, 12292, 2939]","[50, 18602, 172, 2655, 8217, 266192, 31594, 176494, 20551, 183394]"
"[4876, 11627, 10937, 1786]","[266192, 183394, 244522, 284083, 50, 176494, 157969, 174430, 218603, 245654]"
"[7568, 6806, 6506, 7731]","[18602, 50, 157969, 176494, 266192, 172, 183394, 2655, 8217, 174430]"
"[12077, 1348, 6100, 906]","[266192, 183394, 157969, 50, 176494, 174430, 172, 284083, 218603, 172225]"
"[828, 8742, 4954, 661]","[50, 172, 157969, 266192, 2655, 8217, 50381, 176494, 18602, 183394]"
"[7298, 4570, 6176, 5951]","[50, 18602, 172, 2655, 176494, 8217, 266192, 183394, 157969, 31594]"
"[12975, 1694, 2185, 11214]","[266192, 50, 183394, 2655, 172, 176494, 174430, 284083, 209778, 157969]"
"[5798, 13172, 42, 5392]","[266192, 157969, 174430, 50, 183394, 2655, 18602, 172, 176494, 218603]"
"[5279, 9213, 443, 8307]","[50, 172, 2655, 266192, 176494, 183394, 8217, 18602, 284083, 157969]"
"[1543, 13319, 13424, 8232]","[183394, 266192, 185343, 174430, 312484, 284083, 180263, 50, 199042, 200680]"
"[2326, 9037, 6511, 9106]","[266192, 183394, 157969, 174430, 50, 176494, 100901, 218603, 284083, 172]"
"[11919, 2626, 6593, 4057]","[266192, 50, 183394, 284083, 2655, 172, 244522, 174430, 209778, 18602]"
"[2170, 5798, 4561, 1700]","[266192, 183394, 50, 176494, 2655, 18602, 172, 218603, 174430, 284083]"
"[1270, 822, 2025, 1947]","[50, 172, 8217, 18602, 2655, 20551, 31594, 4390, 30869, 50381]"
"[1109, 1236, 802, 6214]","[50, 266192, 157969, 172, 2655, 174430, 183394, 176494, 218603, 8217]"
"[13754, 4858, 9249, 5265]","[50, 18602, 2655, 266192, 172, 8217, 176494, 183394, 31594, 218603]"
"[10321, 1765, 2861, 4359]","[50, 172, 266192, 2655, 183394, 8217, 284083, 176494, 157969, 50381]"
"[3451, 9639, 3703, 5964]","[266192, 183394, 174430, 157969, 50, 185343, 312484, 218603, 176494, 284083]"
"[9921, 7669, 10429, 9711]","[50, 266192, 172, 2655, 157969, 8217, 176494, 50381, 183394, 18602]"
"[3695, 3231, 1292, 9968]","[50, 2655, 266192, 172, 157969, 8217, 18602, 183394, 176494, 100901]"
"[13325, 7564, 4670, 5353]","[266192, 183394, 244522, 284083, 50, 176494, 312484, 218603, 174430, 157969]"
"[3931, 6437, 10187, 11961]","[50, 2655, 172, 18602, 8217, 4390, 42215, 13004, 100901, 30869]"
"[940, 2379, 1047, 2813]","[183394, 266192, 174430, 185343, 176494, 18602, 2655, 163068, 100901, 50]"
"[4558, 13194, 5106, 1101]","[183394, 266192, 284083, 174430, 312484, 209778, 244522, 180263, 176494, 185343]"
"[10764, 10166, 215, 8878]","[50, 2655, 18602, 172, 8217, 31594, 20551, 2398, 50381, 266192]"
"[11907, 360, 2839, 805]","[50, 172, 2655, 266192, 8217, 18602, 157969, 176494, 50381, 183394]"
"[7926, 8785, 2312, 6286]","[266192, 50, 2655, 176494, 183394, 284083, 172, 209778, 174430, 100901]"
"[3315, 2673, 2152, 5188]","[50, 18602, 172, 8217, 2655, 20551, 31594, 30869, 266192, 157969]"
"[6529, 5422, 9747, 5009]","[50, 266192, 172, 2655, 157969, 174430, 183394, 176494, 50381, 100901]"
"[2551, 7662, 1918, 7997]","[266192, 183394, 157969, 50, 174430, 284083, 209778, 172225, 176494, 100901]"
"[2355, 12292, 7322, 1540]","[50, 172, 2655, 266192, 18602, 8217, 176494, 157969, 42215, 183394]"
"[13424, 6215, 256, 2898]","[50, 157969, 172, 266192, 50381, 2655, 172225, 8217, 155362, 176494]"
"[11167, 9706, 5384, 10604]","[50, 2655, 172, 8217, 266192, 157969, 50381, 2452, 18602, 183394]"
"[8561, 1225, 7851, 8698]","[50, 157969, 266192, 174430, 172, 2655, 100901, 155362, 50381, 172225]"
"[9400, 6652, 7146, 7486]","[50, 266192, 2655, 172, 183394, 18602, 174430, 284083, 176494, 100901]"
"[9246, 4751, 6811, 2218]","[50, 266192, 157969, 50381, 2655, 172225, 172, 100901, 8217, 284083]"
"[4584, 11442, 4143, 3589]","[50, 266192, 157969, 174430, 2655, 172, 183394, 176494, 18602, 100901]"
"[5530, 546, 5016, 9373]","[50, 157969, 172, 2655, 50381, 8217, 266192, 155362, 18602, 172225]"
"[7865, 2912, 5368, 2985]","[50, 266192, 176494, 183394, 172, 2655, 157969, 18602, 174430, 218603]"
"[14683, 7123, 118, 5712]","[266192, 157969, 183394, 174430, 50, 176494, 172225, 218603, 50381, 284083]"
"[2127, 12991, 11398, 1106]","[115746, 174430, 50, 266192, 100901, 185343, 62227, 18602, 2655, 176189]"
"[368, 13461, 641, 3589]","[50, 174430, 157969, 2655, 105134, 50381, 266192, 100901, 172, 115746]"
"[133, 6968, 6098, 4495]","[50, 172, 266192, 157969, 2655, 176494, 50381, 209778, 172225, 284083]"
"[8142, 7847, 8098, 7146]","[50, 266192, 174430, 2655, 157969, 183394, 172, 100901, 284083, 209778]"
"[190, 5394, 9998, 4788]","[266192, 183394, 176494, 50, 18602, 172, 218603, 2655, 157969, 312484]"
"[13319, 2498, 5796, 342]","[266192, 183394, 50, 244522, 284083, 218603, 176494, 157969, 312484, 174430]"
"[890, 1035, 9695, 5386]","[266192, 174430, 50, 284083, 183394, 2655, 180263, 157969, 172, 209778]"
"[5106, 3409, 13031, 2799]","[50, 172, 2655, 8217, 50381, 266192, 18602, 157969, 174430, 100901]"
"[14090, 2709, 8077, 14484]","[50, 2655, 18602, 172, 8217, 20551, 31594, 100901, 115746, 30869]"
"[12185, 7084, 11863, 11062]","[266192, 183394, 176494, 312484, 218603, 244522, 284083, 50, 185343, 174430]"
"[1272, 9840, 1264, 2552]","[266192, 183394, 174430, 157969, 176494, 50, 218603, 209778, 2655, 185343]"
"[124, 11011, 5882, 1479]","[266192, 50, 183394, 284083, 172, 176494, 157969, 172225, 244522, 2655]"
"[14528, 11707, 1344, 13157]","[172225, 266192, 50381, 157969, 284083, 50, 183394, 199042, 209778, 155362]"
"[6357, 3173, 8979, 11338]","[266192, 183394, 50, 157969, 176494, 284083, 218603, 244522, 209778, 172225]"
"[4705, 4730, 4132, 642]","[50, 2655, 172, 18602, 266192, 176494, 183394, 8217, 157969, 174430]"
"[5389, 13024, 5130, 10469]","[50, 18602, 2655, 8217, 172, 4390, 31594, 30869, 13004, 20551]"
"[4025, 7428, 134, 5150]","[183394, 266192, 174430, 176494, 50, 172, 18602, 2655, 284083, 185343]"
"[9981, 807, 2620, 3212]","[50, 172, 2655, 157969, 100901, 50381, 266192, 172225, 327, 2452]"
"[5718, 1001, 1498, 2440]","[266192, 183394, 284083, 244522, 176494, 218603, 312484, 209778, 50, 184921]"
"[2644, 285, 2270, 606]","[174430, 115746, 266192, 100901, 183394, 180263, 185343, 50, 284083, 62227]"
"[10300, 2895, 1154, 823]","[50, 266192, 50381, 157969, 2452, 172225, 2655, 183394, 172, 209778]"
"[8901, 6007, 9633, 8472]","[266192, 50, 157969, 2655, 183394, 172, 174430, 176494, 18602, 218603]"
"[6937, 2584, 1533, 14408]","[266192, 157969, 50, 174430, 183394, 50381, 172, 2655, 100901, 284083]"
"[13150, 9633, 8805, 6577]","[266192, 157969, 50, 2655, 183394, 174430, 176494, 218603, 172, 209778]"
"[1918, 4094, 280, 6956]","[266192, 183394, 50, 157969, 174430, 172, 2655, 176494, 18602, 284083]"
"[1625, 168, 13829, 12706]","[266192, 183394, 284083, 50, 157969, 244522, 218603, 176494, 172, 312484]"
"[2157, 11254, 8358, 5706]","[50, 172, 2655, 8217, 266192, 157969, 50381, 18602, 176494, 372]"
"[9776, 1197, 7541, 1843]","[50, 2655, 172, 266192, 174430, 100901, 176494, 157969, 183394, 284083]"
"[8122, 3931, 8304, 12000]","[266192, 157969, 209778, 183394, 174430, 284083, 50, 172225, 176494, 50381]"
"[4515, 12797, 9775, 3894]","[18602, 50, 8217, 172, 20551, 2655, 266192, 31594, 183394, 176494]"
"[645, 8525, 1842, 10645]","[50, 2655, 172, 8217, 266192, 18602, 157969, 100901, 50381, 174430]"
"[2391, 4224, 1109, 8867]","[266192, 183394, 174430, 157969, 50, 176494, 185343, 18602, 2655, 284083]"
"[7200, 7205, 1124, 3316]","[266192, 183394, 50, 157969, 176494, 172, 218603, 2655, 284083, 174430]"
"[12125, 2423, 7732, 14577]","[266192, 50, 183394, 176494, 172, 157969, 2655, 18602, 174430, 8217]"
"[3512, 11249, 4510, 86]","[50, 266192, 157969, 2655, 172, 172225, 176494, 218603, 2452, 209778]"
"[12971, 675, 974, 801]","[50, 266192, 172, 2655, 183394, 284083, 176494, 157969, 174430, 8217]"
"[5575, 13243, 10444, 956]","[50, 172, 18602, 2655, 8217, 176494, 266192, 31594, 157969, 42215]"
"[4657, 13443, 11871, 11632]","[266192, 183394, 174430, 50, 18602, 157969, 2655, 100901, 218603, 115746]"
"[6595, 9449, 2151, 6568]","[18602, 2655, 50, 172, 8217, 176494, 4390, 42215, 31594, 266192]"
"[9269, 3618, 5407, 8959]","[266192, 183394, 50, 185343, 174430, 284083, 176494, 18602, 172, 218603]"
"[8948, 6840, 1993, 3380]","[266192, 183394, 50, 172, 284083, 18602, 8217, 2655, 176494, 157969]"
"[7669, 1301, 9835, 6937]","[157969, 50, 174430, 266192, 50381, 172, 155362, 2655, 100901, 172225]"
"[5245, 12314, 2954, 14795]","[266192, 174430, 2655, 18602, 183394, 50, 176494, 100901, 185343, 218603]"
"[13376, 7638, 14348, 671]","[50, 8217, 18602, 2655, 31594, 172, 2398, 4390, 30869, 20551]"
"[13659, 11124, 13418, 10008]","[266192, 50, 284083, 157969, 174430, 183394, 2655, 209778, 172, 180263]"
"[13319, 7946, 2049, 10448]","[174430, 266192, 157969, 176189, 180263, 199042, 183394, 50381, 50, 284083]"
"[5447, 11920, 4759, 9856]","[50, 266192, 174430, 183394, 2655, 284083, 172, 50381, 157969, 209778]"
"[14199, 7381, 4934, 12383]","[266192, 50, 157969, 183394, 172225, 172, 174430, 50381, 284083, 176494]"
"[2094, 14075, 12452, 6168]","[50, 172, 2655, 8217, 157969, 266192, 18602, 50381, 176494, 172225]"
"[67, 12360, 6642, 13708]","[266192, 183394, 174430, 50, 157969, 176494, 2655, 172, 218603, 185343]"
"[2153, 8992, 11402, 2513]","[50, 2655, 18602, 172, 266192, 8217, 183394, 157969, 176494, 174430]"
"[9397, 3298, 6744, 802]","[50, 266192, 18602, 183394, 176494, 8217, 172, 2655, 218603, 157969]"
"[9099, 9836, 9825, 1416]","[266192, 183394, 50, 244522, 284083, 176494, 218603, 2655, 172, 157969]"
"[5384, 998, 14718, 9973]","[266192, 50, 183394, 284083, 244522, 2655, 174430, 218603, 209778, 157969]"
"[4278, 13765, 1080, 10367]","[18602, 2655, 50, 8217, 20551, 31594, 172, 4390, 115746, 174430]"
"[9598, 7205, 7576, 9902]","[50, 8217, 172, 50381, 2655, 18602, 2398, 157969, 2452, 266192]"
